date_key,month_key,merchant_key,payment_method,gateway,status,currency,txn_count,amount_usd,gmv_usd,refund_usd,revenue_usd,expected_revenue_usd,cost_usd,gp_usd,amount_local
20240704,202407,34,LDEBIT,GW-NIMBUS,Success,AED,2,163.951,163.951,0.0,2.0123,2.0128,0.8278,1.1845000000000003,602.11
20240705,202407,259,WALLET,GW-NILE,Failed,EGP,4,27.2903,0.0,0.0,0.0,0.0,0.032,-0.032,1312.37
20240705,202407,26,CARD,GW-ATLAS,Success,AED,56,23941.2798,23941.2798,0.0,347.1096,347.1105,353.209,-6.099400000000003,87924.35
20240705,202407,556,TOKEN,GW-ORION,Voided,AED,1,13.6773,0.0,0.0,0.0,0.0,0.0109,-0.0109,50.23
20240705,202407,368,CARD,GW-ATLAS,Failed,OMR,11,440.3641,0.0,0.0,0.0,0.0,0.2081,-0.2081,169.32
20240705,202407,285,TOKEN,GW-ATLAS,Failed,SAR,14,729.32,0.0,0.0,0.0,0.0,0.28,-0.28,2734.95
20240705,202407,284,LDEBIT,GW-NILE,Failed,EGP,1,4.9306,0.0,0.0,0.0,0.0,0.0079,-0.0079,237.11
20240706,202407,81,TOKEN,GW-ORION,Voided,AED,1,97.2498,0.0,0.0,0.0,0.0,0.0109,-0.0109,357.15
20240706,202407,278,LDEBIT,GW-NIMBUS,Success,SAR,6,221.752,221.752,0.0,3.0133,3.0145,1.2667,1.7466000000000002,831.57
20240706,202407,357,BNPL,GW-NILE,Success,EGP,66,453.8777,453.8777,0.0,15.6361,15.6361,13.5997,2.0364000000000004,21826.66
20240706,202407,487,CARD,GW-NILE,Success,EGP,7,77.6582,77.6582,0.0,2.6407,2.6407,1.3146,1.3260999999999998,3734.53
20240706,202407,527,BANKTR,GW-NILE,Refunded,EGP,6,92.8227,0.0,92.8227,0.0,0.0,0.9,-0.9,4463.78
20240707,202407,539,TOKEN,GW-NILE,Failed,EGP,1,5.6988,0.0,0.0,0.0,0.0,0.0079,-0.0079,274.05
20240707,202407,204,TOKEN,GW-ORION,Success,SAR,1,21.2827,21.2827,0.0,0.5813,0.5811,0.3413,0.24,79.81
20240707,202407,12,CARD,GW-ATLAS,Voided,OMR,4,152.0676,0.0,0.0,0.0,0.0,0.078,-0.078,58.47
20240707,202407,292,TOKEN,GW-ATLAS,Success,EGP,1,25.0706,25.0706,0.0,0.702,0.7019,0.4531,0.2488999999999999,1205.63
20240707,202407,181,CARD,GW-ORION,Refunded,AED,1,10.9707,0.0,10.9707,0.0,0.0,0.1498,-0.1498,40.29
20240707,202407,454,TOKEN,GW-ORION,Success,AED,10,362.7229,362.7229,0.0,10.0885,10.0891,5.4187,4.6698,1332.1
20240707,202407,417,LDEBIT,GW-NILE,Voided,EGP,21,173.6763,0.0,0.0,0.0,0.0,0.168,-0.168,8351.97
20240708,202407,500,TOKEN,GW-ATLAS,Success,EGP,221,1251.4326,1251.4326,0.0,51.1332,51.1332,35.2756,15.857600000000003,60180.52
20240708,202407,245,CARD,GW-ATLAS,Success,EGP,45,355.2302,355.2302,0.0,12.2724,12.2724,8.5092,3.7632,17082.77
20240708,202407,549,CARD,GW-ATLAS,Success,EGP,1,26.2268,26.2268,0.0,0.6496,0.6497,0.4564,0.1931999999999999,1261.23
20240708,202407,395,WALLET,GW-NILE,Failed,EGP,2,16.4789,0.0,0.0,0.0,0.0,0.016,-0.016,792.46
20240708,202407,160,LDEBIT,GW-NIMBUS,Success,SAR,5,420.5547,420.5547,0.0,5.416,5.4168,2.1173,3.2987,1577.08
20240709,202407,170,CARD,GW-NILE,Voided,EGP,1,28.6694,0.0,0.0,0.0,0.0,0.0079,-0.0079,1378.69
20240709,202407,405,TOKEN,GW-NILE,Success,EGP,5,50.6119,50.6119,0.0,1.7933,1.7933,0.9027,0.8906,2433.89
20240709,202407,205,WALLET,GW-NILE,Success,EGP,46,1399.5373,1399.5373,0.0,16.617,16.6171,12.9463,3.6707,67302.77
20240709,202407,204,CARD,GW-ORION,Failed,SAR,2,45.8693,0.0,0.0,0.0,0.0,0.024,-0.024,172.01
20240709,202407,409,LDEBIT,GW-NILE,Success,EGP,40,677.8768,677.8768,0.0,6.4428,6.4427,4.1454,2.2974,32598.62
20240709,202407,303,LDEBIT,GW-NIMBUS,Success,SAR,19,267.8187,267.8187,0.0,4.0187,4.0192,2.0613,1.9574,1004.32
20240709,202407,520,LDEBIT,GW-NIMBUS,Success,AED,20,268.6835,268.6835,0.0,4.2587,4.26,2.1103,2.1484,986.74
20240710,202407,459,TOKEN,GW-ORION,Refunded,SAR,1,38.256,0.0,38.256,0.0,0.0,0.1493,-0.1493,143.46
20240710,202407,284,CARD,GW-ATLAS,Failed,EGP,4,19.7223,0.0,0.0,0.0,0.0,0.0801,-0.0801,948.43
20240710,202407,365,CARD,GW-NILE,Success,EGP,7,62.7894,62.7894,0.0,2.2275,2.2275,1.1339,1.0936,3019.5
20240710,202407,446,CARD,GW-NIMBUS,Failed,OMR,31,1196.9051,0.0,0.0,0.0,0.0,0.4681,-0.4681,460.21
20240710,202407,387,LDEBIT,GW-NIMBUS,Voided,SAR,1,46.344,0.0,0.0,0.0,0.0,0.016,-0.016,173.79
20240710,202407,17,TOKEN,GW-NIMBUS,Failed,AED,1,39.0034,0.0,0.0,0.0,0.0,0.0163,-0.0163,143.24
20240710,202407,163,CARD,GW-ORION,Success,SAR,8,381.8427,381.8427,0.0,9.608,9.6091,5.3707,4.2373,1431.91
20240711,202407,154,CARD,GW-NIMBUS,Failed,SAR,17,3903.416,0.0,0.0,0.0,0.0,0.256,-0.256,14637.81
20240711,202407,233,CARD,GW-ATLAS,Success,EGP,2,223.9141,223.9141,0.0,5.2538,5.2537,3.4126,1.8412,10767.87
20240711,202407,400,LDEBIT,GW-NIMBUS,Voided,SAR,1,23.6213,0.0,0.0,0.0,0.0,0.016,-0.016,88.58
20240711,202407,321,CARD,GW-NILE,Success,EGP,5,90.8059,90.8059,0.0,2.7407,2.7407,1.3683,1.3723999999999998,4366.79
20240711,202407,457,TOKEN,GW-NIMBUS,Success,SAR,40,402.5867,402.5867,0.0,14.0133,14.0123,8.2373,5.776,1509.7
20240711,202407,5,TOKEN,GW-ATLAS,Success,EGP,2,30.5606,30.5606,0.0,0.9258,0.9257,0.6101,0.3157,1469.64
20240711,202407,363,TOKEN,GW-NIMBUS,Voided,AED,1,16.7788,0.0,0.0,0.0,0.0,0.0163,-0.0163,61.62
20240712,202407,403,CARD,GW-NIMBUS,Success,SAR,258,4778.0773,4778.0773,0.0,140.856,140.8561,81.2747,59.5813,17917.79
20240712,202407,467,CARD,GW-NIMBUS,Voided,SAR,1,63.344,0.0,0.0,0.0,0.0,0.016,-0.016,237.54
20240712,202407,268,LDEBIT,GW-NILE,Success,EGP,1,129.0156,129.0156,0.0,1.476,1.476,0.5575,0.9185,6204.27
20240712,202407,26,BNPL,GW-ATLAS,Failed,AED,5,1878.4942,0.0,0.0,0.0,0.0,0.1007,-0.1007,6898.77
20240713,202407,32,WALLET,GW-NILE,Success,EGP,20,290.3554,290.3554,0.0,6.3831,6.3832,3.0518,3.3313,13962.99
20240714,202407,285,CARD,GW-NIMBUS,Success,SAR,1856,96854.4667,96854.4667,0.0,1678.4613,1678.4607,1428.176,250.2853,363204.25
20240714,202407,93,CARD,GW-ORION,Refunded,AED,1,448.5528,0.0,448.5528,0.0,0.0,0.1498,-0.1498,1647.31
20240714,202407,408,WALLET,GW-NILE,Failed,EGP,1,8.8136,0.0,0.0,0.0,0.0,0.0079,-0.0079,423.84
20240714,202407,79,TOKEN,GW-ORION,Failed,SAR,1,45.1253,0.0,0.0,0.0,0.0,0.0107,-0.0107,169.22
20240714,202407,227,BANKTR,GW-NILE,Success,EGP,12,5049.1592,5049.1592,0.0,15.3907,15.3908,6.1481,9.2426,242810.53
20240714,202407,95,TOKEN,GW-ORION,Failed,AED,2,140.2097,0.0,0.0,0.0,0.0,0.0245,-0.0245,514.92
20240714,202407,46,WALLET,GW-NILE,Voided,EGP,3,24.4892,0.0,0.0,0.0,0.0,0.0239,-0.0239,1177.67
20240715,202407,214,LDEBIT,GW-NILE,Success,EGP,2,86.0674,86.0674,0.0,1.0888,1.0889,0.4186,0.6701999999999999,4138.92
20240715,202407,290,TOKEN,GW-NIMBUS,Success,AED,4,238.4561,238.4561,0.0,6.0722,6.0729,3.5997,2.4725,875.73
20240716,202407,478,TOKEN,GW-ORION,Success,SAR,2,482.728,482.728,0.0,10.816,10.8152,6.5387,4.2773,1810.23
20240716,202407,146,CARD,GW-ATLAS,Success,SAR,11,137.2427,137.2427,0.0,4.2667,4.2663,2.816,1.4507000000000003,514.66
20240716,202407,328,CARD,GW-NIMBUS,Success,AED,1,3688.678,3688.678,0.0,56.6916,56.6912,49.8625,6.829100000000004,13546.67
20240716,202407,399,LDEBIT,GW-NILE,Success,EGP,2,31.1901,31.1901,0.0,0.4698,0.4697,0.1963,0.2734999999999999,1499.91
20240716,202407,209,TOKEN,GW-ATLAS,Success,EGP,3,104.4948,104.4948,0.0,2.7472,2.7473,1.8021,0.9450999999999998,5025.08
20240716,202407,405,CARD,GW-ATLAS,Failed,EGP,1,12.8952,0.0,0.0,0.0,0.0,0.02,-0.02,620.12
20240716,202407,44,WALLET,GW-NILE,Voided,EGP,1,4.5025,0.0,0.0,0.0,0.0,0.0079,-0.0079,216.52
20240716,202407,417,CARD,GW-ATLAS,Success,EGP,2753,22827.3691,22827.3691,0.0,527.1584,527.1584,536.5451,-9.38670000000002,1097752.2
20240716,202407,409,CARD,GW-NILE,Failed,EGP,21,359.7547,0.0,0.0,0.0,0.0,0.168,-0.168,17300.35
20240717,202407,99,WALLET,GW-NILE,Success,EGP,2,112.7111,112.7111,0.0,2.2284,2.2284,0.983,1.2454,5420.2
20240717,202407,271,CARD,GW-NILE,Success,EGP,4,133.2904,133.2904,0.0,3.459,3.459,1.8314,1.6276000000000002,6409.84
20240717,202407,348,CARD,GW-NILE,Failed,EGP,5,32.8081,0.0,0.0,0.0,0.0,0.0399,-0.0399,1577.72
20240718,202407,331,CARD,GW-NIMBUS,Failed,AED,14,1020.5119,0.0,0.0,0.0,0.0,0.2097,-0.2097,3747.83
20240718,202407,68,LDEBIT,GW-NIMBUS,Success,SAR,13,691.7493,691.7493,0.0,8.592,8.5913,3.6987,4.8933,2594.06
20240719,202407,184,TOKEN,GW-ATLAS,Failed,EGP,5,21.3299,0.0,0.0,0.0,0.0,0.1,-0.1,1025.74
20240719,202407,492,CARD,GW-ORION,Success,SAR,12,2054.4667,2054.4667,0.0,46.3787,46.3777,27.0533,19.3254,7704.25
20240719,202407,122,CARD,GW-NIMBUS,Failed,AED,2,22.2628,0.0,0.0,0.0,0.0,0.03,-0.03,81.76
20240719,202407,556,CARD,GW-ATLAS,Failed,AED,17,232.4956,0.0,0.0,0.0,0.0,0.3404,-0.3404,853.84
20240719,202407,205,LDEBIT,GW-NILE,Voided,EGP,3,91.899,0.0,0.0,0.0,0.0,0.0239,-0.0239,4419.36
20240719,202407,120,LDEBIT,GW-NIMBUS,Refunded,SAR,16,1387.824,0.0,1387.824,0.0,0.0,2.4,-2.4,5204.34
20240719,202407,349,BNPL,GW-ATLAS,Success,AED,3,81.917,81.917,0.0,4.1007,4.1016,2.8918,1.2089,300.84
20240720,202407,474,CARD,GW-ATLAS,Failed,EGP,1,22.9987,0.0,0.0,0.0,0.0,0.02,-0.02,1105.99
20240721,202407,429,CARD,GW-NILE,Voided,EGP,1,26.0401,0.0,0.0,0.0,0.0,0.0079,-0.0079,1252.25
20240721,202407,455,CARD,GW-ATLAS,Failed,SAR,42,671.664,0.0,0.0,0.0,0.0,0.84,-0.84,2518.74
20240721,202407,197,CARD,GW-NILE,Failed,EGP,1,5.9146,0.0,0.0,0.0,0.0,0.0079,-0.0079,284.43
20240721,202407,252,CARD,GW-NIMBUS,Failed,SAR,1,45.6107,0.0,0.0,0.0,0.0,0.016,-0.016,171.04
20240722,202407,178,WALLET,GW-NILE,Success,EGP,6,159.1834,159.1834,0.0,3.188,3.1881,1.4993,1.6887,7655.02
20240722,202407,131,LDEBIT,GW-NIMBUS,Voided,SAR,2,62.1707,0.0,0.0,0.0,0.0,0.0293,-0.0293,233.14
20240722,202407,95,TOKEN,GW-ORION,Success,AED,3,178.3199,178.3199,0.0,4.3567,4.3568,2.5514,1.8053,654.88
20240722,202407,46,WALLET,GW-NILE,Voided,EGP,2,16.3261,0.0,0.0,0.0,0.0,0.016,-0.016,785.11
20240722,202407,63,LDEBIT,GW-NIMBUS,Failed,SAR,1,48.0373,0.0,0.0,0.0,0.0,0.016,-0.016,180.14
20240723,202407,536,CARD,GW-NILE,Success,EGP,2,285.849,285.849,0.0,6.38,6.3801,3.579,2.801,13746.28
20240723,202407,192,CARD,GW-ATLAS,Failed,EGP,4,5217.6634,0.0,0.0,0.0,0.0,0.0801,-0.0801,250913.78
20240723,202407,78,CARD,GW-NILE,Success,EGP,8,47.7391,47.7391,0.0,1.9293,1.9294,1.004,0.9253,2295.74
20240723,202407,385,CARD,GW-NILE,Success,EGP,11,440.6294,440.6294,0.0,11.2586,11.2586,5.9367,5.321899999999999,21189.56
20240723,202407,23,TOKEN,GW-ORION,Refunded,SAR,1,7.5787,0.0,7.5787,0.0,0.0,0.1493,-0.1493,28.42
20240723,202407,367,LDEBIT,GW-NIMBUS,Success,AED,1,85.5793,85.5793,0.0,1.0184,1.0192,0.4302,0.5882,314.29
20240723,202407,144,WALLET,GW-NILE,Success,EGP,1,43.126,43.126,0.0,0.7771,0.7771,0.3843,0.3928,2073.9
20240724,202407,259,WALLET,GW-NILE,Success,EGP,6,46.6671,46.6671,0.0,1.1853,1.1853,0.5881,0.5972000000000001,2244.19
20240725,202407,180,TOKEN,GW-NIMBUS,Refunded,AED,1,76.7951,0.0,76.7951,0.0,0.0,0.1498,-0.1498,282.03
20240725,202407,245,WALLET,GW-NILE,Failed,EGP,3,22.6801,0.0,0.0,0.0,0.0,0.0239,-0.0239,1090.67
20240726,202407,159,WALLET,GW-NILE,Failed,EGP,9,152.8255,0.0,0.0,0.0,0.0,0.0719,-0.0719,7349.27
20240726,202407,44,TOKEN,GW-ATLAS,Success,EGP,62,270.5978,270.5978,0.0,13.0314,13.0314,8.6795,4.351899999999999,13012.86
20240726,202407,184,LDEBIT,GW-NILE,Success,EGP,44,190.2388,190.2388,0.0,4.2983,4.2983,2.3105,1.9878,9148.45
20240727,202407,559,TOKEN,GW-NILE,Success,EGP,3,605.365,605.365,0.0,14.0659,14.066,7.7866,6.279299999999999,29111.58
20240727,202407,144,CARD,GW-ATLAS,Failed,EGP,1,41.1807,0.0,0.0,0.0,0.0,0.02,-0.02,1980.35
20240727,202407,542,CARD,GW-ATLAS,Failed,EGP,10,257.193,0.0,0.0,0.0,0.0,0.2,-0.2,12368.23
20240727,202407,152,LDEBIT,GW-NIMBUS,Voided,AED,3,77.3587,0.0,0.0,0.0,0.0,0.0463,-0.0463,284.1
20240727,202407,166,LDEBIT,GW-NIMBUS,Failed,SAR,1,62.008,0.0,0.0,0.0,0.0,0.016,-0.016,232.53
20240727,202407,150,LDEBIT,GW-NIMBUS,Failed,SAR,2,195.3253,0.0,0.0,0.0,0.0,0.0293,-0.0293,732.47
20240728,202407,125,TOKEN,GW-ORION,Failed,SAR,2,20.6987,0.0,0.0,0.0,0.0,0.024,-0.024,77.62
20240728,202407,246,CARD,GW-ATLAS,Success,EGP,17,101.1805,101.1805,0.0,3.926,3.926,2.7332,1.1928,4865.7
20240729,202407,474,CARD,GW-ATLAS,Failed,EGP,1,22.9987,0.0,0.0,0.0,0.0,0.02,-0.02,1105.99
20240729,202407,67,CARD,GW-ORION,Failed,SAR,3,32.9227,0.0,0.0,0.0,0.0,0.0373,-0.0373,123.46
20240729,202407,325,BANKTR,GW-NIMBUS,Success,OMR,4,7796.9311,7796.9311,0.0,18.3615,18.3654,5.3576,13.0039,2997.92
20240729,202407,413,CARD,GW-ATLAS,Success,EGP,101,654.4745,654.4745,0.0,25.2653,25.2652,17.0163,8.248999999999999,31473.22
20240730,202407,304,TOKEN,GW-ORION,Success,SAR,6,89.4053,89.4053,0.0,2.6267,2.6268,1.5467,1.08,335.27
20240730,202407,377,CARD,GW-ATLAS,Failed,OMR,1,12.1977,0.0,0.0,0.0,0.0,0.026,-0.026,4.69
20240730,202407,124,TOKEN,GW-ATLAS,Success,AED,6,178.0667,178.0667,0.0,4.8877,4.8876,3.1368,1.7508999999999997,653.95
20240730,202407,107,CARD,GW-ATLAS,Success,OMR,1,41.1704,41.1704,0.0,1.0143,1.0124,0.6762,0.3380999999999999,15.83
20240730,202407,544,CARD,GW-ATLAS,Success,OMR,1,57.8674,57.8674,0.0,1.4044,1.4151,0.9103,0.4941000000000001,22.25
20240731,202407,523,TOKEN,GW-NIMBUS,Success,OMR,1,683.173,683.173,0.0,14.9545,14.9453,9.6229,5.3316,262.68
20240801,202408,368,LDEBIT,GW-NIMBUS,Success,OMR,17,673.9142,673.9142,0.0,7.8804,7.8924,3.7971,4.0833,259.12
20240801,202408,308,CARD,GW-ATLAS,Success,OMR,10,2367.7243,2367.7243,0.0,57.5553,57.5649,35.2666,22.28870000000001,910.39
20240801,202408,178,WALLET,GW-NILE,Success,EGP,6,153.5283,153.5283,0.0,3.0861,3.0861,1.4535,1.6326,7437.28
20240801,202408,184,WALLET,GW-NILE,Voided,EGP,2,8.532,0.0,0.0,0.0,0.0,0.0161,-0.0161,413.31
20240802,202408,277,CARD,GW-ATLAS,Failed,EGP,1,6.9666,0.0,0.0,0.0,0.0,0.02,-0.02,337.48
20240802,202408,409,CARD,GW-NILE,Refunded,EGP,2,37.347,0.0,37.347,0.0,0.0,0.2999,-0.2999,1809.18
20240802,202408,395,LDEBIT,GW-NILE,Refunded,EGP,1,7.4197,0.0,7.4197,0.0,0.0,0.1501,-0.1501,359.43
20240802,202408,346,TOKEN,GW-ATLAS,Success,SAR,3,79.9653,79.9653,0.0,2.1413,2.1406,1.432,0.7093000000000003,299.87
20240802,202408,454,TOKEN,GW-ORION,Success,AED,10,376.7488,376.7488,0.0,10.4398,10.4386,5.6065,4.8333,1383.61
20240803,202408,162,CARD,GW-NILE,Voided,EGP,5,91.1059,0.0,0.0,0.0,0.0,0.04,-0.04,4413.39
20240803,202408,69,CARD,GW-NIMBUS,Success,AED,3,244.983,244.983,0.0,5.9796,5.979,3.5017,2.4778999999999995,899.7
20240803,202408,130,LDEBIT,GW-NILE,Failed,EGP,4,26.6005,0.0,0.0,0.0,0.0,0.032,-0.032,1288.59
20240803,202408,22,WALLET,GW-NILE,Failed,EGP,2,13.8474,0.0,0.0,0.0,0.0,0.0161,-0.0161,670.8
20240803,202408,388,TOKEN,GW-ORION,Success,AED,186,9521.3233,9521.3233,0.0,185.3479,185.3471,137.7018,47.64610000000002,34967.06
20240803,202408,26,TOKEN,GW-NIMBUS,Refunded,AED,2,643.1967,0.0,643.1967,0.0,0.0,0.2995,-0.2995,2362.14
20240804,202408,201,CARD,GW-ORION,Success,AED,14,1254.5024,1254.5024,0.0,30.9135,30.9132,16.9149,13.9986,4607.16
20240804,202408,5,WALLET,GW-NILE,Success,EGP,3,58.48,58.48,0.0,1.2309,1.2309,0.5786,0.6523000000000001,2832.91
20240805,202408,350,CARD,GW-ORION,Success,SAR,63,1657.4,1657.4,0.0,47.1227,47.1219,24.9973,22.125400000000003,6215.25
20240805,202408,458,WALLET,GW-NILE,Success,EGP,1,28.1991,28.1991,0.0,0.6081,0.6082,0.2634,0.3446999999999999,1366.03
20240805,202408,265,CARD,GW-NIMBUS,Failed,SAR,1,53.904,0.0,0.0,0.0,0.0,0.016,-0.016,202.14
20240805,202408,541,WALLET,GW-NILE,Refunded,EGP,4,69.2967,0.0,69.2967,0.0,0.0,0.6001,-0.6001,3356.9
20240805,202408,303,TOKEN,GW-ATLAS,Success,SAR,14,200.3547,200.3547,0.0,6.1973,6.1985,4.0667,2.1306000000000003,751.33
20240806,202408,313,LDEBIT,GW-NILE,Failed,EGP,1,49.7948,0.0,0.0,0.0,0.0,0.0081,-0.0081,2412.18
20240806,202408,141,TOKEN,GW-NIMBUS,Success,SAR,3,86.568,86.568,0.0,2.4747,2.474,1.408,1.0667,324.63
20240806,202408,15,BNPL,GW-ATLAS,Failed,AED,12,135.4636,0.0,0.0,0.0,0.0,0.2396,-0.2396,497.49
20240807,202408,43,TOKEN,GW-ATLAS,Success,AED,4,188.7461,188.7461,0.0,4.9449,4.945,3.1504,1.7944999999999998,693.17
20240807,202408,253,CARD,GW-NIMBUS,Voided,SAR,1,16.8907,0.0,0.0,0.0,0.0,0.016,-0.016,63.34
20240807,202408,288,LDEBIT,GW-NIMBUS,Success,SAR,41,404.7547,404.7547,0.0,6.7787,6.7791,3.6667,3.112,1517.83
20240807,202408,222,CARD,GW-ATLAS,Failed,EGP,1,100.3222,0.0,0.0,0.0,0.0,0.02,-0.02,4859.85
20240807,202408,26,TOKEN,GW-NIMBUS,Success,AED,14,5395.2267,5395.2267,0.0,80.049,80.0481,76.4438,3.6052000000000106,19813.97
20240807,202408,396,WALLET,GW-NILE,Failed,EGP,7,53.3601,0.0,0.0,0.0,0.0,0.0559,-0.0559,2584.89
20240808,202408,277,CARD,GW-ATLAS,Failed,EGP,7,48.7662,0.0,0.0,0.0,0.0,0.14,-0.14,2362.35
20240808,202408,53,TOKEN,GW-ATLAS,Success,OMR,2,64.5254,64.5254,0.0,1.7685,1.7767,1.1183,0.6501999999999999,24.81
20240808,202408,455,TOKEN,GW-ATLAS,Failed,SAR,11,175.912,0.0,0.0,0.0,0.0,0.2187,-0.2187,659.67
20240808,202408,487,LDEBIT,GW-NILE,Success,EGP,4,22.9615,22.9615,0.0,0.4876,0.4875,0.2331,0.2544999999999999,1112.31
20240809,202408,315,CARD,GW-ORION,Failed,SAR,43,586.8987,0.0,0.0,0.0,0.0,0.5173,-0.5173,2200.87
20240809,202408,162,CARD,GW-NILE,Refunded,EGP,7,147.1752,0.0,147.1752,0.0,0.0,1.0499,-1.0499,7129.52
20240809,202408,360,WALLET,GW-NILE,Success,EGP,5,29.6383,29.6383,0.0,0.7729,0.7728,0.4151,0.3578,1435.75
20240809,202408,241,WALLET,GW-NILE,Failed,EGP,2,14.7877,0.0,0.0,0.0,0.0,0.0161,-0.0161,716.35
20240810,202408,22,LDEBIT,GW-NILE,Failed,EGP,1,6.9237,0.0,0.0,0.0,0.0,0.0081,-0.0081,335.4
20240810,202408,226,WALLET,GW-NILE,Voided,EGP,11,65.3405,0.0,0.0,0.0,0.0,0.0879,-0.0879,3165.25
20240810,202408,34,LDEBIT,GW-NIMBUS,Failed,AED,1,83.8611,0.0,0.0,0.0,0.0,0.0163,-0.0163,307.98
20240810,202408,403,LDEBIT,GW-NIMBUS,Failed,SAR,9,164.1493,0.0,0.0,0.0,0.0,0.136,-0.136,615.56
20240811,202408,403,BNPL,GW-ATLAS,Success,SAR,52,986.1253,986.1253,0.0,47.4827,47.4819,35.12,12.362700000000004,3697.97
20240811,202408,286,LDEBIT,GW-NILE,Success,EGP,20,403.8943,403.8943,0.0,5.9997,5.9996,2.3358,3.6639,19565.61
20240811,202408,443,LDEBIT,GW-NIMBUS,Failed,SAR,1,17.6133,0.0,0.0,0.0,0.0,0.016,-0.016,66.05
20240811,202408,403,CARD,GW-NIMBUS,Failed,SAR,32,583.6427,0.0,0.0,0.0,0.0,0.48,-0.48,2188.66
20240811,202408,399,TOKEN,GW-NILE,Success,EGP,1,18.5131,18.5131,0.0,0.5561,0.5562,0.2863,0.2698,896.82
