merchant_key,month_key,gmv,refunds,success_txn,failed_txn,refunded_txn,voided_txn,revenue,expected_revenue,cogs,cost_of_failed_attempts,gp,mid,merchant_name,country_code,segment,vertical,service,integration_type,account_manager,fiscal_year,date_key,net_gmv,billing_leakage,gp_margin,take_rate,aov,success_rate,refund_rate,is_active,is_live_month,is_first_txn_month,months_since_live,prev_month_gmv,gmv_mom,gmv_rank_in_month
2,202412,55788.380600000004,2662.8862,783,112,34,9,1435.6188,1435.6216,977.1637999999999,1.9826,458.45500000000004,AE208762198,Sand Deals,AE,Online,E-commerce,Online Checkout,Direct API,Layla Haddad,2025,20241201,53125.4944,0.0027999999999792635,0.31934312924851643,0.025733294004235713,71.24952822477651,0.8748603351955307,0.04773191426890064,1,0,0,50,68004.7514,-0.17963995968669905,159.0
2,202501,44782.5977,1628.1442,638,96,24,7,1132.0378,1132.0387,761.2388,1.7479,370.799,AE208762198,Sand Deals,AE,Online,E-commerce,Online Checkout,Direct API,Layla Haddad,2025,20250101,43154.453499999996,0.0009000000000014552,0.32755001643938036,0.025278520187318212,70.19215940438872,0.8692098092643051,0.036356626985039775,1,0,0,51,55788.380600000004,-0.1972773323339664,172.0
2,202502,52932.50119999999,2131.9374,763,110,29,11,1355.8175999999999,1355.82,919.1347,1.9989,436.68289999999996,AE208762198,Sand Deals,AE,Online,E-commerce,Online Checkout,Direct API,Layla Haddad,2025,20250201,50800.56379999999,0.0024000000000796717,0.3220808610243738,0.02561408528339107,69.37418243774573,0.8739977090492554,0.040276528629257374,1,0,0,52,44782.5977,0.18198818109204937,166.0
2,202503,66587.714,3182.998,933,115,43,14,1710.0941,1710.1062,1163.1079,2.1163999999999996,546.9861999999999,AE208762198,Sand Deals,AE,Online,E-commerce,Online Checkout,Direct API,Layla Haddad,2025,20250301,63404.71600000001,0.01209999999991851,0.31985736925237035,0.025681826229985907,71.36946838156486,0.8902671755725191,0.04780158093428466,1,0,0,53,52932.50119999999,0.2579740705697092,161.0
2,202504,56992.051699999996,2269.0401,818,103,32,15,1463.2331,1463.2203000000002,994.2850999999999,1.8901999999999999,468.948,AE208762198,Sand Deals,AE,Online,E-commerce,Online Checkout,Direct API,Layla Haddad,2025,20250401,54723.0116,-0.012799999999742795,0.3204875559471693,0.025674336268894142,69.67243484107578,0.8881650380021715,0.039813272769051763,1,0,0,54,66587.714,-0.1441055973178477,172.0
2,202505,55258.8153,1848.9067,777,100,29,12,1417.1299000000001,1417.1287,963.1732000000001,1.8196,453.95669999999996,AE208762198,Sand Deals,AE,Online,E-commerce,Online Checkout,Direct API,Layla Haddad,2025,20250501,53409.9086,-0.0012000000001535227,0.3203352776622665,0.025645318168809893,71.11816640926641,0.8859749144811858,0.03345903617300315,1,0,0,55,56992.051699999996,-0.03041189689263274,173.0
2,202506,60806.731199999995,2351.1722,859,126,28,10,1558.8236,1558.8349,1057.2975999999999,2.1819,501.52599999999995,AE208762198,Sand Deals,AE,Online,E-commerce,Online Checkout,Direct API,Layla Haddad,2025,20250601,58455.558999999994,0.011300000000119326,0.3217336458082877,0.025635707909916396,70.78781280558789,0.8720812182741117,0.03866631462669383,1,0,0,56,55258.8153,0.1003987485051999,173.0
2,202507,60318.7283,2592.9775,867,123,36,5,1558.7584000000002,1558.7625,1061.5167999999999,2.1048,497.24159999999995,AE208762198,Sand Deals,AE,Online,E-commerce,Online Checkout,Direct API,Layla Haddad,2026,20250701,57725.7508,0.0040999999998803105,0.31899850547717973,0.025842030227285148,69.57177427912342,0.8757575757575757,0.042987933815574156,1,0,0,57,60806.731199999995,-0.008025474982282755,180.0
2,202508,62106.938,1638.6086,878,116,27,8,1581.846,1581.8382000000001,1068.8225,2.0854,513.0235,AE208762198,Sand Deals,AE,Online,E-commerce,Online Checkout,Direct API,Layla Haddad,2026,20250801,60468.3294,-0.007799999999861029,0.3243194975996399,0.025469714832825924,70.73683143507972,0.8832997987927566,0.026383664253420445,1,0,0,58,60318.7283,0.02964601128701182,193.0
2,202509,60045.1544,2914.3689999999997,854,129,40,10,1545.9879,1545.9795000000001,1052.3483999999999,2.2378,493.6395,AE208762198,Sand Deals,AE,Online,E-commerce,Online Checkout,Direct API,Layla Haddad,2026,20250901,57130.7854,-0.00839999999993779,0.3193035986892265,0.025747088427838235,70.31048524590165,0.8687690742624619,0.0485362895494528,1,0,0,59,62106.938,-0.03319731525002895,197.0
2,202510,64848.8719,2600.98,917,151,40,10,1691.739,1691.7444,1158.3125,2.5895,533.4265,AE208762198,Sand Deals,AE,Online,E-commerce,Online Checkout,Direct API,Layla Haddad,2026,20251001,62247.891899999995,0.005400000000008731,0.3153125275234537,0.02608740831465412,70.7185080697928,0.8586142322097379,0.04010833070482449,1,0,0,60,60045.1544,0.08000175114879876,188.0
2,202511,83497.0429,3928.6778999999997,1207,180,56,14,2193.8758000000003,2193.8693000000003,1507.8997,3.2020999999999997,685.9761,AE208762198,Sand Deals,AE,Online,E-commerce,Online Checkout,Direct API,Layla Haddad,2026,20251101,79568.365,-0.006499999999959982,0.31267772769999097,0.026274892185433316,69.17733463131732,0.8702235039653929,0.04705170103694774,1,0,0,61,64848.8719,0.2875635374005635,170.0
2,202512,72507.67,3273.6991,1026,138,47,16,1862.1127000000001,1862.1069000000002,1264.8748,2.4891,597.2379,AE208762198,Sand Deals,AE,Online,E-commerce,Online Checkout,Direct API,Layla Haddad,2026,20251201,69233.9709,-0.005799999999908323,0.3207313391933796,0.025681596167688194,70.67024366471735,0.8814432989690721,0.04514969381859878,1,0,0,62,83497.0429,-0.1316139173115555,181.0
2,202601,57213.9389,2090.3989,838,112,30,12,1453.4377,1453.4362,979.4458000000001,2.0401,473.9919,AE208762198,Sand Deals,AE,Online,E-commerce,Online Checkout,Direct API,Layla Haddad,2026,20260101,55123.54,-0.0014999999998508429,0.3261177964490669,0.025403559481201876,68.27439009546539,0.8821052631578947,0.036536531834552646,1,0,0,63,72507.67,-0.21092570068794098,217.0
2,202602,75004.12569999999,4093.7318,1051,136,54,12,1900.953,1900.9482,1285.6888000000001,2.4591,615.2642,AE208762198,Sand Deals,AE,Online,E-commerce,Online Checkout,Direct API,Layla Haddad,2026,20260201,70910.3939,-0.00479999999993197,0.32366092165350746,0.02534464580793054,71.36453444338724,0.8854254422914911,0.054580088252398636,1,0,0,64,57213.9389,0.31094147933240773,192.0
2,202603,77166.0257,3353.1707,1093,136,46,23,1987.5804,1987.5951,1352.5427,2.6309,635.0377,AE208762198,Sand Deals,AE,Online,E-commerce,Online Checkout,Direct API,Layla Haddad,2026,20260301,73812.855,0.014699999999947977,0.31950289910284885,0.02575719537153771,70.60020649588289,0.8893409275834011,0.04345397692290378,1,0,0,65,75004.12569999999,0.02882374775818511,196.0
2,202604,72554.4719,3478.9026,1040,154,46,17,1833.3343,1833.3324000000002,1236.1063000000001,2.8236,597.228,AE208762198,Sand Deals,AE,Online,E-commerce,Online Checkout,Direct API,Layla Haddad,2026,20260401,69075.5693,-0.0018999999997504347,0.3257605555080707,0.025268384594223748,69.76391528846155,0.8710217755443886,0.047948837733873706,1,0,0,66,77166.0257,-0.05976145276586396,198.0
2,202605,72092.4847,3337.0402,1035,153,44,14,1813.476,1813.4750999999999,1217.7942,2.717,595.6818000000001,AE208762198,Sand Deals,AE,Online,E-commerce,Online Checkout,Direct API,Layla Haddad,2026,20260501,68755.4445,-0.0009000000002288289,0.3284751493816295,0.02515485501084415,69.65457458937198,0.8712121212121212,0.046288322754951455,1,0,0,67,72554.4719,-0.00636745314109306,203.0
2,202606,72852.7485,4994.3553,1029,161,61,14,1894.8753000000002,1894.8759,1298.2708,2.8998,596.6045,AE208762198,Sand Deals,AE,Online,E-commerce,Online Checkout,Direct API,Layla Haddad,2026,20260601,67858.3932,0.0005999999998493877,0.3148515894423237,0.02600966111800161,70.79956122448979,0.8647058823529412,0.0685541095268355,1,0,0,68,72092.4847,0.010545673424403426,203.0
3,202407,82906.6292,812.1038,2916,272,24,24,2035.0962,2035.0982,1138.3673000000001,4.6525,896.7289000000001,SA168621990,Crescent Medical,SA,SME,Unclassified,Online Checkout,Direct API,Reem Al-Ghamdi,2025,20240701,82094.5254,0.0019999999999527063,0.4406321922275714,0.024546845284116315,28.43162866941015,0.9146800501882058,0.009795402464631864,1,0,1,43,,,111.0
3,202408,86481.4668,902.5437999999999,3072,239,30,32,2132.4798,2132.4867,1191.2413,4.225700000000001,941.2385,SA168621990,Crescent Medical,SA,SME,Unclassified,Online Checkout,Direct API,Reem Al-Ghamdi,2025,20240801,85578.923,0.006899999999859574,0.44138214111102014,0.024658228854184977,28.151519140625,0.9278163696768348,0.010436268409823039,1,0,0,44,82906.6292,0.043118839042125705,110.0
3,202409,92932.9177,917.2053999999999,3307,308,35,42,2265.6452,2265.6571,1262.031,5.4576,1003.6142000000001,SA168621990,Crescent Medical,SA,SME,Unclassified,Online Checkout,Direct API,Reem Al-Ghamdi,2025,20240901,92015.7123,0.011899999999968713,0.44297059398355937,0.02437936154456926,28.10188016328999,0.9147994467496542,0.009869542705641318,1,0,0,45,86481.4668,0.0745992307799295,99.0
3,202410,84377.0374,967.2959000000001,3018,257,35,31,2062.8689,2062.8785000000003,1150.4499,4.4875,912.419,SA168621990,Crescent Medical,SA,SME,Unclassified,Online Checkout,Direct API,Reem Al-Ghamdi,2025,20241001,83409.7415,0.009600000000318687,0.4423058586030358,0.024448226242179013,27.95793154406892,0.9215267175572519,0.01146397088362337,1,0,0,46,92932.9177,-0.09206512086082931,109.0
3,202411,76683.7386,987.8347,2744,215,33,29,1876.6883,1876.683,1048.7512000000002,3.8716,827.9371,SA168621990,Crescent Medical,SA,SME,Unclassified,Online Checkout,Direct API,Reem Al-Ghamdi,2025,20241101,75695.90389999999,-0.005300000000033833,0.4411692128096072,0.024473093438874147,27.94596887755102,0.9273403176748901,0.01288193191978775,1,0,0,47,84377.0374,-0.09117763596663093,127.0
3,202412,82179.8936,963.4373,2927,223,33,36,2007.0003000000002,2007.012,1120.2918,4.0952,886.7085000000001,SA168621990,Crescent Medical,SA,SME,Unclassified,Online Checkout,Direct API,Reem Al-Ghamdi,2025,20241201,81216.45629999999,0.011699999999791544,0.4418078562320095,0.024422035756931186,28.07649251793645,0.9292063492063493,0.01172351603044665,1,0,0,48,76683.7386,0.07167301830012757,121.0
3,202501,100915.7547,938.2987,3552,292,30,41,2480.0479,2480.0425,1383.1568,5.2021999999999995,1096.8911,SA168621990,Crescent Medical,SA,SME,Unclassified,Online Checkout,Direct API,Reem Al-Ghamdi,2025,20250101,99977.456,-0.005400000000008731,0.4422862558420747,0.02457542835975045,28.410966976351354,0.9240374609781478,0.009297841578744097,1,0,0,49,82179.8936,0.22798594983822187,105.0
3,202502,99346.1067,927.472,3535,294,31,50,2438.2585,2438.2558,1360.2145,5.3563,1078.044,SA168621990,Crescent Medical,SA,SME,Unclassified,Online Checkout,Direct API,Reem Al-Ghamdi,2025,20250201,98418.63470000001,-0.0027000000000043656,0.4421368776116233,0.02454307049357174,28.103566251768036,0.923217550274223,0.009335765948037901,1,0,0,50,100915.7547,-0.015554043119096854,110.0
3,202503,81088.68519999999,1053.3333,2885,218,39,35,1989.5704999999998,1989.5749,1112.031,3.9779,877.5395,SA168621990,Crescent Medical,SA,SME,Unclassified,Online Checkout,Direct API,Reem Al-Ghamdi,2025,20250301,80035.3519,0.004400000000259752,0.44106981883778434,0.02453573510401424,28.106996603119583,0.9297454076699968,0.012989892454194091,1,0,0,51,99346.1067,-0.18377591338463603,141.0
3,202504,84371.3306,565.1492,2997,259,22,47,2065.5124,2065.5179,1149.2601,4.7725,916.2523,SA168621990,Crescent Medical,SA,SME,Unclassified,Online Checkout,Direct API,Reem Al-Ghamdi,2025,20250401,83806.1814,0.005499999999756255,0.44359564241783295,0.024481211630909137,28.15192879546213,0.9204545454545454,0.006698355898632703,1,0,0,52,81088.68519999999,0.040482163348728326,131.0
3,202505,76999.5121,681.2026,2745,260,25,44,1859.5754000000002,1859.573,1037.0678,4.7322999999999995,822.5076,SA168621990,Crescent Medical,SA,SME,Unclassified,Online Checkout,Direct API,Reem Al-Ghamdi,2025,20250501,76318.3095,-0.0024000000000796717,0.44230935728661497,0.024150482896371495,28.050824080145723,0.913477537437604,0.008846843069801736,1,0,0,53,84371.3306,-0.08737350054308607,141.0
3,202506,100109.9015,1225.1679,3528,319,38,36,2436.3439,2436.349,1355.8681,5.5427,1080.4758,SA168621990,Crescent Medical,SA,SME,Unclassified,Online Checkout,Direct API,Reem Al-Ghamdi,2025,20250601,98884.7336,0.005100000000311411,0.4434824656732574,0.02433669260977147,28.375822420634922,0.917078242786587,0.012238229002752538,1,0,0,54,76999.5121,0.3001368290488168,127.0
3,202507,80451.0184,869.0106000000001,2823,231,29,42,1955.9279999999999,1955.9294,1087.5396,4.2867999999999995,868.3883999999999,SA168621990,Crescent Medical,SA,SME,Unclassified,Online Checkout,Direct API,Reem Al-Ghamdi,2026,20250701,79582.0078,0.0014000000001033186,0.4439776924303962,0.024312035309176395,28.498412469004606,0.9243614931237721,0.010801735233223598,1,0,0,55,100109.9015,-0.19637301411189587,151.0
3,202508,89432.9494,1080.8213,3172,305,37,41,2195.7707,2195.7684,1226.2392,5.4074,969.5314999999999,SA168621990,Crescent Medical,SA,SME,Unclassified,Online Checkout,Direct API,Reem Al-Ghamdi,2026,20250801,88352.1281,-0.002300000000104774,0.44154496642112945,0.024552144536563836,28.194498549810845,0.9122807017543859,0.012085269548317056,1,0,0,56,80451.0184,0.11164471474235554,149.0
3,202509,83758.9012,904.5465999999999,2982,271,36,38,2046.5518,2046.5548000000001,1142.0661,4.866,904.4857000000001,SA168621990,Crescent Medical,SA,SME,Unclassified,Online Checkout,Direct API,Reem Al-Ghamdi,2026,20250901,82854.35459999999,0.003000000000156433,0.4419559280151131,0.0244338425012672,28.088162709590875,0.9166922840454965,0.010799408624524793,1,0,0,57,89432.9494,-0.06344471738958443,163.0
3,202510,69825.3815,591.9282000000001,2486,209,21,28,1726.3463000000002,1726.3442,964.1855999999999,3.7165,762.1607000000001,SA168621990,Crescent Medical,SA,SME,Unclassified,Online Checkout,Direct API,Reem Al-Ghamdi,2026,20251001,69233.45330000001,-0.002100000000154978,0.44148772468189035,0.02472376466715044,28.0874422767498,0.9224489795918367,0.008477264102022845,1,0,0,58,83758.9012,-0.1663527040156538,179.0
3,202511,71221.8962,441.1762,2546,220,15,32,1762.875,1762.8716,985.5427999999999,3.9564999999999997,777.3322000000001,SA168621990,Crescent Medical,SA,SME,Unclassified,Online Checkout,Direct API,Reem Al-Ghamdi,2026,20251101,70780.72,-0.003400000000056025,0.44094572785932074,0.02475186837274911,27.9740362136685,0.9204627621113521,0.006194389977502452,1,0,0,59,69825.3815,0.020000101252579616,187.0
3,202512,72066.7175,633.1252000000001,2547,222,22,30,1763.4427999999998,1763.4392,982.6078,3.888,780.835,SA168621990,Crescent Medical,SA,SME,Unclassified,Online Checkout,Direct API,Reem Al-Ghamdi,2026,20251201,71433.5923,-0.003599999999778447,0.44279009219919135,0.024469586810305324,28.29474577934825,0.9198266522210184,0.008785264848506525,1,0,0,60,71221.8962,0.011861819820517443,183.0
3,202601,72943.3411,749.7015,2617,216,27,34,1779.7280999999998,1779.7240000000002,992.7403,3.9619000000000004,786.9878,SA168621990,Crescent Medical,SA,SME,Unclassified,Online Checkout,Direct API,Reem Al-Ghamdi,2026,20260101,72193.63960000001,-0.004099999999652937,0.442195524136524,0.024398774078090588,27.87288540313336,0.9237557359689376,0.010277860716199082,1,0,0,61,72066.7175,0.012164056174752323,185.0
