date_key,gateway,payment_method,country_code,success_count,failed_count,gmv_usd
20240703,GW-NIMBUS,BANKTR,SA,1008,10,88390.768
20240703,GW-NIMBUS,CARD,AE,6194,596,311125.2552
20240703,GW-NIMBUS,CARD,OM,773,91,19064.343399999998
20240703,GW-NIMBUS,CARD,SA,3384,294,203132.0744
20240703,GW-NIMBUS,LDEBIT,AE,931,37,23987.5617
20240703,GW-NIMBUS,LDEBIT,OM,490,31,17090.506999999998
20240703,GW-NIMBUS,LDEBIT,SA,3971,220,193595.1226
20240703,GW-NIMBUS,TOKEN,AE,1207,69,53421.5602
20240703,GW-NIMBUS,TOKEN,OM,99,7,4188.0364
20240703,GW-NIMBUS,TOKEN,SA,450,18,14399.496
20240703,GW-ORION,CARD,AE,7648,569,166657.879
20240703,GW-ORION,CARD,SA,5151,525,206318.8347
20240703,GW-ORION,TOKEN,AE,2312,39,73780.283
20240703,GW-ORION,TOKEN,SA,982,28,55796.6398
20240704,GW-ATLAS,BNPL,AE,109,40,3822.7119000000002
20240704,GW-ATLAS,BNPL,EG,130,45,1449.6906999999999
20240704,GW-ATLAS,BNPL,SA,417,99,12895.400000000001
20240704,GW-ATLAS,CARD,AE,884,87,47743.5398
20240704,GW-ATLAS,CARD,EG,16411,2199,226686.99039999998
20240704,GW-ATLAS,CARD,OM,710,90,36241.0405
20240704,GW-ATLAS,CARD,SA,1077,131,59929.8532
20240704,GW-ATLAS,TOKEN,AE,68,1,1876.0354000000002
20240704,GW-ATLAS,TOKEN,EG,1042,73,15356.9656
20240704,GW-ATLAS,TOKEN,OM,150,23,4695.8906
20240704,GW-ATLAS,TOKEN,SA,928,35,35243.2027
20240704,GW-NILE,BANKTR,EG,1528,57,75913.00259999999
20240704,GW-NILE,BNPL,EG,182,43,2455.4473
20240704,GW-NILE,CARD,EG,3570,427,90008.838
20240704,GW-NILE,LDEBIT,EG,7032,374,97429.6156
20240704,GW-NILE,TOKEN,EG,2013,108,22517.9817
20240704,GW-NILE,WALLET,EG,8661,1131,149382.5168
20240704,GW-NIMBUS,BANKTR,AE,22,0,55376.032699999996
20240704,GW-NIMBUS,BANKTR,OM,9,0,19919.5319
20240704,GW-NIMBUS,BANKTR,SA,812,14,136812.3387
20240704,GW-NIMBUS,CARD,AE,6355,643,324884.2287
20240704,GW-NIMBUS,CARD,OM,785,119,24661.7946
20240704,GW-NIMBUS,CARD,SA,3267,333,173320.4907
20240704,GW-NIMBUS,LDEBIT,AE,846,33,22284.1224
20240704,GW-NIMBUS,LDEBIT,OM,519,45,18809.779
20240704,GW-NIMBUS,LDEBIT,SA,3920,167,188211.2935
20240704,GW-NIMBUS,TOKEN,AE,1221,40,53492.293999999994
20240704,GW-NIMBUS,TOKEN,OM,124,7,5643.901
20240704,GW-NIMBUS,TOKEN,SA,416,13,10018.2001
20240704,GW-ORION,CARD,AE,7623,555,172397.38059999997
20240704,GW-ORION,CARD,SA,5292,518,197731.4185
20240704,GW-ORION,TOKEN,AE,2223,61,71852.9285
20240704,GW-ORION,TOKEN,SA,927,25,52816.8588
20240705,GW-ATLAS,BNPL,AE,119,44,8815.482899999999
20240705,GW-ATLAS,BNPL,EG,134,54,1577.6232
20240705,GW-ATLAS,BNPL,SA,393,126,10857.4267
20240705,GW-ATLAS,CARD,AE,370,53,33276.1279
20240705,GW-ATLAS,CARD,EG,14650,1680,145910.31029999998
20240705,GW-ATLAS,CARD,OM,628,66,27842.444600000003
20240705,GW-ATLAS,CARD,SA,899,96,27779.744
20240705,GW-ATLAS,TOKEN,AE,70,5,1514.6986
20240705,GW-ATLAS,TOKEN,EG,1028,62,14054.231600000001
20240705,GW-ATLAS,TOKEN,OM,170,13,4369.3887
20240705,GW-ATLAS,TOKEN,SA,778,57,31407.005500000003
20240705,GW-NILE,BANKTR,EG,0,0,0.0
20240705,GW-NILE,BNPL,EG,189,49,2572.2357
20240705,GW-NILE,CARD,EG,3235,347,56094.082
20240705,GW-NILE,LDEBIT,EG,6172,343,68165.2618
20240705,GW-NILE,TOKEN,EG,1861,91,20876.1293
20240705,GW-NILE,WALLET,EG,7620,1075,83190.0307
20240705,GW-NIMBUS,CARD,AE,5376,540,267191.409
20240705,GW-NIMBUS,CARD,OM,726,98,17071.4433
20240705,GW-NIMBUS,CARD,SA,2692,265,142392.3841
20240705,GW-NIMBUS,LDEBIT,AE,615,30,13623.3165
20240705,GW-NIMBUS,LDEBIT,OM,439,32,16033.654
20240705,GW-NIMBUS,LDEBIT,SA,3352,191,158987.1787
20240705,GW-NIMBUS,TOKEN,AE,1041,59,45061.9469
20240705,GW-NIMBUS,TOKEN,OM,102,6,3397.3732
20240705,GW-NIMBUS,TOKEN,SA,437,21,11840.861499999999
20240705,GW-ORION,CARD,AE,6453,475,139689.9033
20240705,GW-ORION,CARD,SA,4441,473,162218.54140000002
20240705,GW-ORION,TOKEN,AE,2005,44,60682.753
20240705,GW-ORION,TOKEN,SA,917,37,50011.1625
20240706,GW-ATLAS,BNPL,AE,126,32,9309.821300000001
20240706,GW-ATLAS,BNPL,EG,141,46,1493.3622
20240706,GW-ATLAS,BNPL,SA,387,112,10643.0052
20240706,GW-ATLAS,CARD,AE,277,45,29491.5806
20240706,GW-ATLAS,CARD,EG,14150,1546,144094.1819
20240706,GW-ATLAS,CARD,OM,580,67,24325.9556
20240706,GW-ATLAS,CARD,SA,784,102,23884.6
20240706,GW-ATLAS,TOKEN,AE,44,5,1384.4329
20240706,GW-ATLAS,TOKEN,EG,965,61,14406.4082
20240706,GW-ATLAS,TOKEN,OM,169,9,3943.641
20240706,GW-ATLAS,TOKEN,SA,806,56,30843.722800000003
20240706,GW-NILE,BANKTR,EG,0,0,0.0
20240706,GW-NILE,BNPL,EG,174,46,2145.307
20240706,GW-NILE,CARD,EG,3130,377,57188.9668
20240706,GW-NILE,LDEBIT,EG,6103,320,68039.8868
20240706,GW-NILE,TOKEN,EG,1848,66,21423.2989
20240706,GW-NILE,WALLET,EG,7233,986,80814.1212
20240706,GW-NIMBUS,CARD,AE,5455,472,273157.4352
20240706,GW-NIMBUS,CARD,OM,770,112,19084.8374
20240706,GW-NIMBUS,CARD,SA,1306,238,67123.584
20240706,GW-NIMBUS,LDEBIT,AE,599,19,14608.7163
20240706,GW-NIMBUS,LDEBIT,OM,463,25,16139.6621
20240706,GW-NIMBUS,LDEBIT,SA,3371,172,164126.6881
20240706,GW-NIMBUS,TOKEN,AE,1141,39,53575.3761
20240706,GW-NIMBUS,TOKEN,OM,100,3,3365.6958
20240706,GW-NIMBUS,TOKEN,SA,410,33,10661.6906
20240706,GW-ORION,CARD,AE,6613,553,142424.97749999998
20240706,GW-ORION,CARD,SA,4272,455,158082.8828
20240706,GW-ORION,TOKEN,AE,1917,62,60022.2953
20240706,GW-ORION,TOKEN,SA,933,27,49121.5735
20240707,GW-ATLAS,BNPL,AE,150,31,9964.6563
20240707,GW-ATLAS,BNPL,EG,170,50,2681.9718
20240707,GW-ATLAS,BNPL,SA,442,145,13244.119799999999
20240707,GW-ATLAS,CARD,AE,393,65,44166.5078
20240707,GW-ATLAS,CARD,EG,16609,2033,172561.597
20240707,GW-ATLAS,CARD,OM,690,67,42316.697
20240707,GW-ATLAS,CARD,SA,973,124,40432.0694
20240707,GW-ATLAS,TOKEN,AE,48,2,1151.5835
20240707,GW-ATLAS,TOKEN,EG,1060,97,15708.8358
20240707,GW-ATLAS,TOKEN,OM,155,18,3302.5227
20240707,GW-ATLAS,TOKEN,SA,1007,52,37366.7786
20240707,GW-NILE,BANKTR,EG,1166,32,50503.6861
20240707,GW-NILE,BNPL,EG,153,51,1990.8501
20240707,GW-NILE,CARD,EG,3601,429,78326.3962
20240707,GW-NILE,LDEBIT,EG,7149,435,84242.6434
20240707,GW-NILE,TOKEN,EG,2013,79,21779.4386
20240707,GW-NILE,WALLET,EG,8484,1143,103113.0815
20240707,GW-NIMBUS,BANKTR,AE,28,1,75045.171
20240707,GW-NIMBUS,BANKTR,OM,5,1,9029.3368
20240707,GW-NIMBUS,BANKTR,SA,551,11,75591.1654
20240707,GW-NIMBUS,CARD,AE,6194,563,318142.7937
20240707,GW-NIMBUS,CARD,OM,874,88,27391.3654
20240707,GW-NIMBUS,CARD,SA,3240,309,181440.5785
20240707,GW-NIMBUS,LDEBIT,AE,723,31,16851.3955
20240707,GW-NIMBUS,LDEBIT,OM,508,42,27044.213200000002
20240707,GW-NIMBUS,LDEBIT,SA,3734,193,185658.1944
20240707,GW-NIMBUS,TOKEN,AE,1181,46,52755.9158
20240707,GW-NIMBUS,TOKEN,OM,123,8,4242.912899999999
20240707,GW-NIMBUS,TOKEN,SA,434,26,10752.0588
20240707,GW-ORION,CARD,AE,7648,509,179425.1684
20240707,GW-ORION,CARD,SA,4850,535,193721.3173
20240707,GW-ORION,TOKEN,AE,2339,64,74522.7258
20240707,GW-ORION,TOKEN,SA,1030,34,58829.402799999996
20240708,GW-ATLAS,BNPL,AE,138,42,9074.8345
20240708,GW-ATLAS,BNPL,EG,168,54,1817.8741
20240708,GW-ATLAS,BNPL,SA,406,141,12364.952
20240708,GW-ATLAS,CARD,AE,392,58,33636.8985
20240708,GW-ATLAS,CARD,EG,16558,1934,178971.6887
20240708,GW-ATLAS,CARD,OM,666,91,27681.066
20240708,GW-ATLAS,CARD,SA,951,134,53966.4427
20240708,GW-ATLAS,TOKEN,AE,80,6,1948.7653
20240708,GW-ATLAS,TOKEN,EG,1073,70,16506.692900000002
20240708,GW-ATLAS,TOKEN,OM,187,12,4426.9181
20240708,GW-ATLAS,TOKEN,SA,994,45,37939.0186
20240708,GW-NILE,BANKTR,EG,1688,64,76774.6801
20240708,GW-NILE,BNPL,EG,198,41,2160.9043
20240708,GW-NILE,CARD,EG,3884,437,87179.8648
20240708,GW-NILE,LDEBIT,EG,7103,419,80573.7191
20240708,GW-NILE,TOKEN,EG,2144,103,24365.8384
20240708,GW-NILE,WALLET,EG,8278,1045,95212.2537
20240708,GW-NIMBUS,BANKTR,AE,10,0,26554.1865
20240708,GW-NIMBUS,BANKTR,SA,885,20,199827.608
20240708,GW-NIMBUS,CARD,AE,6222,589,311001.4486
20240708,GW-NIMBUS,CARD,OM,841,102,21791.9114
20240708,GW-NIMBUS,CARD,SA,3417,331,187200.7387
20240708,GW-NIMBUS,LDEBIT,AE,765,35,41310.5597
20240708,GW-NIMBUS,LDEBIT,OM,496,44,17234.2523
20240708,GW-NIMBUS,LDEBIT,SA,3976,198,192461.699
20240708,GW-NIMBUS,TOKEN,AE,1292,62,59870.1594
20240708,GW-NIMBUS,TOKEN,OM,133,8,5418.9597
20240708,GW-NIMBUS,TOKEN,SA,447,24,11626.2054
20240708,GW-ORION,CARD,AE,7686,629,239506.5866
20240708,GW-ORION,CARD,SA,5539,550,225441.6215
20240708,GW-ORION,TOKEN,AE,2189,60,75759.804
20240708,GW-ORION,TOKEN,SA,955,45,50403.7998
20240709,GW-ATLAS,BNPL,AE,129,42,7341.7072
20240709,GW-ATLAS,BNPL,EG,126,53,2297.7203
20240709,GW-ATLAS,BNPL,SA,450,137,14181.5095
20240709,GW-ATLAS,CARD,AE,364,42,31293.4105
20240709,GW-ATLAS,CARD,EG,16805,2171,195723.7597
20240709,GW-ATLAS,CARD,OM,714,88,38594.6682
20240709,GW-ATLAS,CARD,SA,993,97,53238.6881
20240709,GW-ATLAS,TOKEN,AE,87,6,1949.8598
20240709,GW-ATLAS,TOKEN,EG,1075,99,16312.4715
20240709,GW-ATLAS,TOKEN,OM,163,13,3668.8945
20240709,GW-ATLAS,TOKEN,SA,913,35,35978.328199999996
20240709,GW-NILE,BANKTR,EG,1437,35,50902.894199999995
20240709,GW-NILE,BNPL,EG,207,54,2666.1568
20240709,GW-NILE,CARD,EG,3799,469,87737.2456
20240709,GW-NILE,LDEBIT,EG,7187,389,86831.2145
20240709,GW-NILE,TOKEN,EG,1970,84,22419.1729
20240709,GW-NILE,WALLET,EG,8519,1150,104493.5188
20240709,GW-NIMBUS,BANKTR,AE,22,1,49465.8407
20240709,GW-NIMBUS,BANKTR,OM,7,0,15581.4044
20240709,GW-NIMBUS,BANKTR,SA,347,7,95332.7146
20240709,GW-NIMBUS,CARD,AE,6238,464,323340.0707
20240709,GW-NIMBUS,CARD,OM,823,113,25267.8803
20240709,GW-NIMBUS,CARD,SA,3340,293,172859.9895
20240709,GW-NIMBUS,LDEBIT,AE,749,17,37997.0754
20240709,GW-NIMBUS,LDEBIT,OM,534,32,17829.3107
20240709,GW-NIMBUS,LDEBIT,SA,3905,197,190140.6694
20240709,GW-NIMBUS,TOKEN,AE,1189,29,51014.1973
20240709,GW-NIMBUS,TOKEN,OM,108,7,4182.106699999999
20240709,GW-NIMBUS,TOKEN,SA,421,16,11463.8612
20240709,GW-ORION,CARD,AE,7651,584,235078.49690000003
20240709,GW-ORION,CARD,SA,5251,497,214066.60020000002
20240709,GW-ORION,TOKEN,AE,2254,55,70497.2634
20240709,GW-ORION,TOKEN,SA,970,31,54145.9493
20240710,GW-ATLAS,BNPL,AE,123,37,7648.8387
20240710,GW-ATLAS,BNPL,EG,138,47,1976.6693999999998
20240710,GW-ATLAS,BNPL,SA,446,131,11759.5439
20240710,GW-ATLAS,CARD,AE,300,43,28292.4463
20240710,GW-ATLAS,CARD,EG,17049,2024,206700.3316
20240710,GW-ATLAS,CARD,OM,697,87,39168.5564
20240710,GW-ATLAS,CARD,SA,1252,158,55228.3682
20240710,GW-ATLAS,TOKEN,AE,52,3,1434.9735
20240710,GW-ATLAS,TOKEN,EG,1105,77,16175.8805
20240710,GW-ATLAS,TOKEN,OM,171,15,5090.5072
20240710,GW-ATLAS,TOKEN,SA,948,49,35090.6131
20240710,GW-NILE,BANKTR,EG,1569,58,71534.8156
20240710,GW-NILE,BNPL,EG,182,48,2511.9982
20240710,GW-NILE,CARD,EG,3574,428,66654.92079999999
20240710,GW-NILE,LDEBIT,EG,7125,348,86635.221
20240710,GW-NILE,TOKEN,EG,2024,86,22685.1104
20240710,GW-NILE,WALLET,EG,8711,1161,112192.2828
20240710,GW-NIMBUS,BANKTR,OM,4,0,6169.1027
20240710,GW-NIMBUS,BANKTR,SA,1602,27,160266.6613
20240710,GW-NIMBUS,CARD,AE,6219,522,311051.1344
20240710,GW-NIMBUS,CARD,OM,853,109,21365.7216
20240710,GW-NIMBUS,CARD,SA,3535,275,198050.6668
20240710,GW-NIMBUS,LDEBIT,AE,689,19,36714.4915
20240710,GW-NIMBUS,LDEBIT,OM,529,35,17147.3603
20240710,GW-NIMBUS,LDEBIT,SA,4007,224,187198.6426
20240710,GW-NIMBUS,TOKEN,AE,1256,48,55409.6175
20240710,GW-NIMBUS,TOKEN,OM,83,5,3261.2744
20240710,GW-NIMBUS,TOKEN,SA,495,15,13606.3254
20240710,GW-ORION,CARD,AE,7888,565,218667.0061
20240710,GW-ORION,CARD,SA,5251,483,210556.61310000002
20240710,GW-ORION,TOKEN,AE,2306,53,73079.9482
20240710,GW-ORION,TOKEN,SA,1007,55,60842.4535
20240711,GW-ATLAS,BNPL,AE,128,44,8582.2382
20240711,GW-ATLAS,BNPL,EG,139,46,2589.3709
20240711,GW-ATLAS,BNPL,SA,453,127,13004.6132
20240711,GW-ATLAS,CARD,AE,354,50,29350.9625
20240711,GW-ATLAS,CARD,EG,16937,2072,197351.782
20240711,GW-ATLAS,CARD,OM,684,84,35269.1808
20240711,GW-ATLAS,CARD,SA,776,103,28008.376
20240711,GW-ATLAS,TOKEN,AE,79,4,1933.6419
20240711,GW-ATLAS,TOKEN,EG,1041,81,16206.5014
20240711,GW-ATLAS,TOKEN,OM,175,11,4280.6764
20240711,GW-ATLAS,TOKEN,SA,1020,41,38692.2934
20240711,GW-NILE,BANKTR,EG,1826,80,75354.1612
20240711,GW-NILE,BNPL,EG,173,43,2086.3425
20240711,GW-NILE,CARD,EG,3743,467,85593.1874
20240711,GW-NILE,LDEBIT,EG,7130,426,87120.0885
20240711,GW-NILE,TOKEN,EG,1925,85,21447.0633
20240711,GW-NILE,WALLET,EG,8682,1081,122134.594
20240711,GW-NIMBUS,BANKTR,AE,8,0,20480.1171
20240711,GW-NIMBUS,BANKTR,SA,366,24,50844.312
20240711,GW-NIMBUS,CARD,AE,6204,648,313280.35390000005
20240711,GW-NIMBUS,CARD,OM,824,102,20953.888
20240711,GW-NIMBUS,CARD,SA,3462,333,205788.40529999998
20240711,GW-NIMBUS,LDEBIT,AE,792,31,56549.3641
20240711,GW-NIMBUS,LDEBIT,OM,465,39,16050.8973
20240711,GW-NIMBUS,LDEBIT,SA,4139,203,212304.7411
20240711,GW-NIMBUS,TOKEN,AE,1191,25,52466.24369999999
20240711,GW-NIMBUS,TOKEN,OM,110,9,4218.2573999999995
20240711,GW-NIMBUS,TOKEN,SA,459,23,12245.4666
20240711,GW-ORION,CARD,AE,7737,497,231506.0586
20240711,GW-ORION,CARD,SA,5498,555,222047.219
20240711,GW-ORION,TOKEN,AE,2236,62,71636.2692
20240711,GW-ORION,TOKEN,SA,994,53,53055.0289
20240712,GW-ATLAS,BNPL,AE,136,37,8018.703799999999
20240712,GW-ATLAS,BNPL,EG,145,49,1533.785
20240712,GW-ATLAS,BNPL,SA,410,123,11795.936
20240712,GW-ATLAS,CARD,AE,228,27,21752.0382
20240712,GW-ATLAS,CARD,EG,14452,1700,145373.3578
20240712,GW-ATLAS,CARD,OM,611,78,26361.3004
20240712,GW-ATLAS,CARD,SA,870,111,25276.2693
20240712,GW-ATLAS,TOKEN,AE,38,5,1078.2082
20240712,GW-ATLAS,TOKEN,EG,918,57,13717.7955
20240712,GW-ATLAS,TOKEN,OM,156,10,4688.9987
20240712,GW-ATLAS,TOKEN,SA,822,52,30933.799899999998
20240712,GW-NILE,BNPL,EG,197,50,2461.8810000000003
20240712,GW-NILE,CARD,EG,3132,409,56416.9783
20240712,GW-NILE,LDEBIT,EG,6110,403,68114.5079
20240712,GW-NILE,TOKEN,EG,1795,87,20658.029
20240712,GW-NILE,WALLET,EG,7276,938,82667.4811
20240712,GW-NIMBUS,BANKTR,SA,0,0,0.0
20240712,GW-NIMBUS,CARD,AE,5267,491,267931.5235
20240712,GW-NIMBUS,CARD,OM,691,81,17424.1875
20240712,GW-NIMBUS,CARD,SA,2778,262,135706.8932
20240712,GW-NIMBUS,LDEBIT,AE,551,23,12804.5938
20240712,GW-NIMBUS,LDEBIT,OM,422,37,15030.7154
20240712,GW-NIMBUS,LDEBIT,SA,3450,164,158816.6961
20240712,GW-NIMBUS,TOKEN,AE,1048,27,45870.0094
20240712,GW-NIMBUS,TOKEN,OM,105,7,3566.6840999999995
20240712,GW-NIMBUS,TOKEN,SA,425,19,10640.9812
20240712,GW-ORION,CARD,AE,6647,487,153093.446
20240712,GW-ORION,CARD,SA,4264,421,161218.3252
20240712,GW-ORION,TOKEN,AE,1978,53,63176.8819
20240712,GW-ORION,TOKEN,SA,923,22,51163.6984
20240713,GW-ATLAS,BNPL,AE,150,39,8572.122599999999
20240713,GW-ATLAS,BNPL,EG,136,42,1268.9336
20240713,GW-ATLAS,BNPL,SA,433,120,11957.6294
20240713,GW-ATLAS,CARD,AE,321,41,30197.2227
20240713,GW-ATLAS,CARD,EG,14428,1847,147781.86800000002
20240713,GW-ATLAS,CARD,OM,586,72,25959.1678
20240713,GW-ATLAS,CARD,SA,865,128,25866.1626
20240713,GW-ATLAS,TOKEN,AE,46,4,1624.934
20240713,GW-ATLAS,TOKEN,EG,927,63,12756.9104
20240713,GW-ATLAS,TOKEN,OM,142,9,3040.312
20240713,GW-ATLAS,TOKEN,SA,874,55,32268.8988
20240713,GW-NILE,BANKTR,EG,0,0,0.0
20240713,GW-NILE,BNPL,EG,198,57,2556.3165
20240713,GW-NILE,CARD,EG,2912,313,53624.618899999994
20240713,GW-NILE,LDEBIT,EG,6085,279,68906.79089999999
20240713,GW-NILE,TOKEN,EG,1796,103,19760.7222
20240713,GW-NILE,WALLET,EG,7567,969,85126.6301
20240713,GW-NIMBUS,BANKTR,SA,0,0,0.0
20240713,GW-NIMBUS,CARD,AE,5351,600,266488.9012
20240713,GW-NIMBUS,CARD,OM,718,91,17465.8258
20240713,GW-NIMBUS,CARD,SA,2816,274,144840.97840000002
20240713,GW-NIMBUS,LDEBIT,AE,593,25,13418.693099999999
20240713,GW-NIMBUS,LDEBIT,OM,472,34,15748.6345
20240713,GW-NIMBUS,LDEBIT,SA,3290,160,149916.4883
20240713,GW-NIMBUS,TOKEN,AE,1087,39,50944.8932
20240713,GW-NIMBUS,TOKEN,OM,74,3,2680.3381000000004
20240713,GW-NIMBUS,TOKEN,SA,424,27,11250.016099999999
20240713,GW-ORION,CARD,AE,6511,531,145252.1305
20240713,GW-ORION,CARD,SA,4377,434,161907.816
20240713,GW-ORION,TOKEN,AE,1949,48,61369.1164
20240713,GW-ORION,TOKEN,SA,933,26,48800.9679
20240714,GW-ATLAS,BNPL,AE,124,43,8146.5867
20240714,GW-ATLAS,BNPL,EG,147,46,1512.9325999999999
20240714,GW-ATLAS,BNPL,SA,447,111,12953.768199999999
20240714,GW-ATLAS,CARD,AE,362,41,30074.7801
20240714,GW-ATLAS,CARD,EG,16306,1988,190537.344
20240714,GW-ATLAS,CARD,OM,674,94,34703.276900000004
20240714,GW-ATLAS,CARD,SA,743,124,42811.3681
20240714,GW-ATLAS,TOKEN,AE,50,5,1290.0178
20240714,GW-ATLAS,TOKEN,EG,991,61,16031.173299999999
20240714,GW-ATLAS,TOKEN,OM,176,11,4121.8725
20240714,GW-ATLAS,TOKEN,SA,926,44,35328.0427
20240714,GW-NILE,BANKTR,EG,1733,56,66365.8087
20240714,GW-NILE,BNPL,EG,180,41,2015.059
20240714,GW-NILE,CARD,EG,3782,442,99059.1704
20240714,GW-NILE,LDEBIT,EG,7293,441,93152.0024
20240714,GW-NILE,TOKEN,EG,1829,131,19717.4936
20240714,GW-NILE,WALLET,EG,8614,1168,119593.78080000001
20240714,GW-NIMBUS,BANKTR,AE,27,0,66640.28050000001
20240714,GW-NIMBUS,BANKTR,OM,12,1,22143.199
20240714,GW-NIMBUS,BANKTR,SA,381,15,169984.9093
20240714,GW-NIMBUS,CARD,AE,6389,633,318321.2173
20240714,GW-NIMBUS,CARD,OM,742,94,26710.819199999998
20240714,GW-NIMBUS,CARD,SA,3251,296,173547.29570000002
