month_key,date_key,gateway,payment_method,decline_reason,failed_count
202408,20240801,GW-ATLAS,TOKEN,3DS Authentication Failed,211
202408,20240801,GW-ATLAS,TOKEN,Gateway Timeout,370
202408,20240801,GW-ATLAS,TOKEN,Insufficient Funds,1144
202408,20240801,GW-ATLAS,TOKEN,Invalid Card / Account Data,449
202408,20240801,GW-ATLAS,TOKEN,Issuer Decline,1775
202408,20240801,GW-ATLAS,TOKEN,Risk / Fraud Rule,569
202408,20240801,GW-NILE,BANKTR,Gateway Timeout,166
202408,20240801,GW-NILE,BANKTR,Insufficient Funds,233
202408,20240801,GW-NILE,BANKTR,Invalid Card / Account Data,308
202408,20240801,GW-NILE,BANKTR,Issuer Decline,73
202408,20240801,GW-NILE,BANKTR,Risk / Fraud Rule,50
202408,20240801,GW-NILE,BNPL,3DS Authentication Failed,74
202408,20240801,GW-NILE,BNPL,Gateway Timeout,57
202408,20240801,GW-NILE,BNPL,Insufficient Funds,145
202408,20240801,GW-NILE,BNPL,Invalid Card / Account Data,63
202408,20240801,GW-NILE,BNPL,Issuer Decline,82
202408,20240801,GW-NILE,BNPL,Risk / Fraud Rule,1059
202408,20240801,GW-NILE,CARD,3DS Authentication Failed,2670
202408,20240801,GW-NILE,CARD,Gateway Timeout,848
202408,20240801,GW-NILE,CARD,Insufficient Funds,2993
202408,20240801,GW-NILE,CARD,Invalid Card / Account Data,1109
202408,20240801,GW-NILE,CARD,Issuer Decline,4552
202408,20240801,GW-NILE,CARD,Risk / Fraud Rule,1347
202408,20240801,GW-NILE,LDEBIT,3DS Authentication Failed,1290
202408,20240801,GW-NILE,LDEBIT,Gateway Timeout,890
202408,20240801,GW-NILE,LDEBIT,Insufficient Funds,4527
202408,20240801,GW-NILE,LDEBIT,Invalid Card / Account Data,1172
202408,20240801,GW-NILE,LDEBIT,Issuer Decline,3636
202408,20240801,GW-NILE,LDEBIT,Risk / Fraud Rule,590
202408,20240801,GW-NILE,TOKEN,3DS Authentication Failed,139
202408,20240801,GW-NILE,TOKEN,Gateway Timeout,237
202408,20240801,GW-NILE,TOKEN,Insufficient Funds,711
202408,20240801,GW-NILE,TOKEN,Invalid Card / Account Data,302
202408,20240801,GW-NILE,TOKEN,Issuer Decline,1153
202408,20240801,GW-NILE,TOKEN,Risk / Fraud Rule,317
202408,20240801,GW-NILE,WALLET,3DS Authentication Failed,5359
202408,20240801,GW-NILE,WALLET,Gateway Timeout,5266
202408,20240801,GW-NILE,WALLET,Insufficient Funds,12327
202408,20240801,GW-NILE,WALLET,Invalid Card / Account Data,3522
202408,20240801,GW-NILE,WALLET,Issuer Decline,7009
202408,20240801,GW-NILE,WALLET,Risk / Fraud Rule,1749
202408,20240801,GW-NIMBUS,BANKTR,Gateway Timeout,89
202408,20240801,GW-NIMBUS,BANKTR,Insufficient Funds,133
202408,20240801,GW-NIMBUS,BANKTR,Invalid Card / Account Data,137
202408,20240801,GW-NIMBUS,BANKTR,Issuer Decline,50
202408,20240801,GW-NIMBUS,BANKTR,Risk / Fraud Rule,28
202408,20240801,GW-NIMBUS,CARD,3DS Authentication Failed,5886
202408,20240801,GW-NIMBUS,CARD,Gateway Timeout,1849
202408,20240801,GW-NIMBUS,CARD,Insufficient Funds,6412
202408,20240801,GW-NIMBUS,CARD,Invalid Card / Account Data,2375
202408,20240801,GW-NIMBUS,CARD,Issuer Decline,10101
202408,20240801,GW-NIMBUS,CARD,Risk / Fraud Rule,2932
202408,20240801,GW-NIMBUS,LDEBIT,3DS Authentication Failed,819
202408,20240801,GW-NIMBUS,LDEBIT,Gateway Timeout,606
202408,20240801,GW-NIMBUS,LDEBIT,Insufficient Funds,3100
202408,20240801,GW-NIMBUS,LDEBIT,Invalid Card / Account Data,939
202408,20240801,GW-NIMBUS,LDEBIT,Issuer Decline,2463
202408,20240801,GW-NIMBUS,LDEBIT,Risk / Fraud Rule,396
202408,20240801,GW-NIMBUS,TOKEN,3DS Authentication Failed,112
202408,20240801,GW-NIMBUS,TOKEN,Gateway Timeout,193
202408,20240801,GW-NIMBUS,TOKEN,Insufficient Funds,591
202408,20240801,GW-NIMBUS,TOKEN,Invalid Card / Account Data,269
202408,20240801,GW-NIMBUS,TOKEN,Issuer Decline,913
202408,20240801,GW-NIMBUS,TOKEN,Risk / Fraud Rule,309
202408,20240801,GW-ORION,CARD,3DS Authentication Failed,6632
202408,20240801,GW-ORION,CARD,Gateway Timeout,2037
202408,20240801,GW-ORION,CARD,Insufficient Funds,7432
202408,20240801,GW-ORION,CARD,Invalid Card / Account Data,2645
202408,20240801,GW-ORION,CARD,Issuer Decline,11411
202408,20240801,GW-ORION,CARD,Risk / Fraud Rule,3385
202408,20240801,GW-ORION,TOKEN,3DS Authentication Failed,152
202408,20240801,GW-ORION,TOKEN,Gateway Timeout,251
202408,20240801,GW-ORION,TOKEN,Insufficient Funds,746
202408,20240801,GW-ORION,TOKEN,Invalid Card / Account Data,302
202408,20240801,GW-ORION,TOKEN,Issuer Decline,1204
202408,20240801,GW-ORION,TOKEN,Risk / Fraud Rule,382
202409,20240901,GW-ATLAS,BNPL,3DS Authentication Failed,336
202409,20240901,GW-ATLAS,BNPL,Gateway Timeout,288
202409,20240901,GW-ATLAS,BNPL,Insufficient Funds,646
202409,20240901,GW-ATLAS,BNPL,Invalid Card / Account Data,360
202409,20240901,GW-ATLAS,BNPL,Issuer Decline,345
202409,20240901,GW-ATLAS,BNPL,Risk / Fraud Rule,4568
202409,20240901,GW-ATLAS,CARD,3DS Authentication Failed,14515
202409,20240901,GW-ATLAS,CARD,Gateway Timeout,4289
202409,20240901,GW-ATLAS,CARD,Insufficient Funds,16000
202409,20240901,GW-ATLAS,CARD,Invalid Card / Account Data,5878
202409,20240901,GW-ATLAS,CARD,Issuer Decline,24655
202409,20240901,GW-ATLAS,CARD,Risk / Fraud Rule,7170
202409,20240901,GW-ATLAS,TOKEN,3DS Authentication Failed,211
202409,20240901,GW-ATLAS,TOKEN,Gateway Timeout,348
202409,20240901,GW-ATLAS,TOKEN,Insufficient Funds,1075
202409,20240901,GW-ATLAS,TOKEN,Invalid Card / Account Data,423
202409,20240901,GW-ATLAS,TOKEN,Issuer Decline,1846
202409,20240901,GW-ATLAS,TOKEN,Risk / Fraud Rule,528
202409,20240901,GW-NILE,BANKTR,Gateway Timeout,172
202409,20240901,GW-NILE,BANKTR,Insufficient Funds,286
202409,20240901,GW-NILE,BANKTR,Invalid Card / Account Data,308
202409,20240901,GW-NILE,BANKTR,Issuer Decline,92
202409,20240901,GW-NILE,BANKTR,Risk / Fraud Rule,39
202409,20240901,GW-NILE,BNPL,3DS Authentication Failed,82
202409,20240901,GW-NILE,BNPL,Gateway Timeout,67
202409,20240901,GW-NILE,BNPL,Insufficient Funds,147
202409,20240901,GW-NILE,BNPL,Invalid Card / Account Data,87
202409,20240901,GW-NILE,BNPL,Issuer Decline,90
202409,20240901,GW-NILE,BNPL,Risk / Fraud Rule,1059
202409,20240901,GW-NILE,CARD,3DS Authentication Failed,3438
202409,20240901,GW-NILE,CARD,Gateway Timeout,1034
202409,20240901,GW-NILE,CARD,Insufficient Funds,3752
202409,20240901,GW-NILE,CARD,Invalid Card / Account Data,1348
202409,20240901,GW-NILE,CARD,Issuer Decline,5816
202409,20240901,GW-NILE,CARD,Risk / Fraud Rule,1722
202409,20240901,GW-NILE,LDEBIT,3DS Authentication Failed,1349
202409,20240901,GW-NILE,LDEBIT,Gateway Timeout,930
202409,20240901,GW-NILE,LDEBIT,Insufficient Funds,4921
202409,20240901,GW-NILE,LDEBIT,Invalid Card / Account Data,1296
202409,20240901,GW-NILE,LDEBIT,Issuer Decline,3849
202409,20240901,GW-NILE,LDEBIT,Risk / Fraud Rule,671
202409,20240901,GW-NILE,TOKEN,3DS Authentication Failed,135
202409,20240901,GW-NILE,TOKEN,Gateway Timeout,238
202409,20240901,GW-NILE,TOKEN,Insufficient Funds,743
202409,20240901,GW-NILE,TOKEN,Invalid Card / Account Data,317
202409,20240901,GW-NILE,TOKEN,Issuer Decline,1224
202409,20240901,GW-NILE,TOKEN,Risk / Fraud Rule,367
202409,20240901,GW-NILE,WALLET,3DS Authentication Failed,5853
202409,20240901,GW-NILE,WALLET,Gateway Timeout,5927
202409,20240901,GW-NILE,WALLET,Insufficient Funds,13685
202409,20240901,GW-NILE,WALLET,Invalid Card / Account Data,3945
202409,20240901,GW-NILE,WALLET,Issuer Decline,7816
202409,20240901,GW-NILE,WALLET,Risk / Fraud Rule,1971
202409,20240901,GW-NIMBUS,BANKTR,Gateway Timeout,65
202409,20240901,GW-NIMBUS,BANKTR,Insufficient Funds,123
202409,20240901,GW-NIMBUS,BANKTR,Invalid Card / Account Data,131
202409,20240901,GW-NIMBUS,BANKTR,Issuer Decline,43
202409,20240901,GW-NIMBUS,BANKTR,Risk / Fraud Rule,27
202409,20240901,GW-NIMBUS,CARD,3DS Authentication Failed,6217
202409,20240901,GW-NIMBUS,CARD,Gateway Timeout,1935
202409,20240901,GW-NIMBUS,CARD,Insufficient Funds,6811
202409,20240901,GW-NIMBUS,CARD,Invalid Card / Account Data,2396
202409,20240901,GW-NIMBUS,CARD,Issuer Decline,10512
202409,20240901,GW-NIMBUS,CARD,Risk / Fraud Rule,3041
202409,20240901,GW-NIMBUS,LDEBIT,3DS Authentication Failed,859
202409,20240901,GW-NIMBUS,LDEBIT,Gateway Timeout,620
202409,20240901,GW-NIMBUS,LDEBIT,Insufficient Funds,3239
202409,20240901,GW-NIMBUS,LDEBIT,Invalid Card / Account Data,872
202409,20240901,GW-NIMBUS,LDEBIT,Issuer Decline,2578
202409,20240901,GW-NIMBUS,LDEBIT,Risk / Fraud Rule,429
202409,20240901,GW-NIMBUS,TOKEN,3DS Authentication Failed,99
202409,20240901,GW-NIMBUS,TOKEN,Gateway Timeout,173
202409,20240901,GW-NIMBUS,TOKEN,Insufficient Funds,570
202409,20240901,GW-NIMBUS,TOKEN,Invalid Card / Account Data,211
202409,20240901,GW-NIMBUS,TOKEN,Issuer Decline,925
202409,20240901,GW-NIMBUS,TOKEN,Risk / Fraud Rule,249
202409,20240901,GW-ORION,CARD,3DS Authentication Failed,6920
202409,20240901,GW-ORION,CARD,Gateway Timeout,2002
202409,20240901,GW-ORION,CARD,Insufficient Funds,7557
202409,20240901,GW-ORION,CARD,Invalid Card / Account Data,2726
202409,20240901,GW-ORION,CARD,Issuer Decline,11841
202409,20240901,GW-ORION,CARD,Risk / Fraud Rule,3330
202409,20240901,GW-ORION,TOKEN,3DS Authentication Failed,140
202409,20240901,GW-ORION,TOKEN,Gateway Timeout,230
202409,20240901,GW-ORION,TOKEN,Insufficient Funds,729
202409,20240901,GW-ORION,TOKEN,Invalid Card / Account Data,285
202409,20240901,GW-ORION,TOKEN,Issuer Decline,1182
202409,20240901,GW-ORION,TOKEN,Risk / Fraud Rule,344
202410,20241001,GW-ATLAS,BNPL,3DS Authentication Failed,335
202410,20241001,GW-ATLAS,BNPL,Gateway Timeout,331
202410,20241001,GW-ATLAS,BNPL,Insufficient Funds,705
202410,20241001,GW-ATLAS,BNPL,Invalid Card / Account Data,329
202410,20241001,GW-ATLAS,BNPL,Issuer Decline,327
202410,20241001,GW-ATLAS,BNPL,Risk / Fraud Rule,4812
202410,20241001,GW-ATLAS,CARD,3DS Authentication Failed,14577
202410,20241001,GW-ATLAS,CARD,Gateway Timeout,4283
202410,20241001,GW-ATLAS,CARD,Insufficient Funds,16102
202410,20241001,GW-ATLAS,CARD,Invalid Card / Account Data,5798
202410,20241001,GW-ATLAS,CARD,Issuer Decline,24750
202410,20241001,GW-ATLAS,CARD,Risk / Fraud Rule,7410
202410,20241001,GW-ATLAS,TOKEN,3DS Authentication Failed,225
202410,20241001,GW-ATLAS,TOKEN,Gateway Timeout,348
202410,20241001,GW-ATLAS,TOKEN,Insufficient Funds,1145
202410,20241001,GW-ATLAS,TOKEN,Invalid Card / Account Data,473
202410,20241001,GW-ATLAS,TOKEN,Issuer Decline,1783
202410,20241001,GW-ATLAS,TOKEN,Risk / Fraud Rule,552
202410,20241001,GW-NILE,BANKTR,Gateway Timeout,156
202410,20241001,GW-NILE,BANKTR,Insufficient Funds,222
202410,20241001,GW-NILE,BANKTR,Invalid Card / Account Data,318
202410,20241001,GW-NILE,BANKTR,Issuer Decline,73
202410,20241001,GW-NILE,BANKTR,Risk / Fraud Rule,40
202410,20241001,GW-NILE,BNPL,3DS Authentication Failed,86
202410,20241001,GW-NILE,BNPL,Gateway Timeout,73
202410,20241001,GW-NILE,BNPL,Insufficient Funds,169
202410,20241001,GW-NILE,BNPL,Invalid Card / Account Data,76
202410,20241001,GW-NILE,BNPL,Issuer Decline,91
202410,20241001,GW-NILE,BNPL,Risk / Fraud Rule,1085
202410,20241001,GW-NILE,CARD,3DS Authentication Failed,3616
202410,20241001,GW-NILE,CARD,Gateway Timeout,1102
202410,20241001,GW-NILE,CARD,Insufficient Funds,4007
202410,20241001,GW-NILE,CARD,Invalid Card / Account Data,1517
202410,20241001,GW-NILE,CARD,Issuer Decline,6302
202410,20241001,GW-NILE,CARD,Risk / Fraud Rule,1866
202410,20241001,GW-NILE,LDEBIT,3DS Authentication Failed,1302
202410,20241001,GW-NILE,LDEBIT,Gateway Timeout,939
202410,20241001,GW-NILE,LDEBIT,Insufficient Funds,5105
202410,20241001,GW-NILE,LDEBIT,Invalid Card / Account Data,1344
202410,20241001,GW-NILE,LDEBIT,Issuer Decline,4067
202410,20241001,GW-NILE,LDEBIT,Risk / Fraud Rule,634
202410,20241001,GW-NILE,TOKEN,3DS Authentication Failed,144
202410,20241001,GW-NILE,TOKEN,Gateway Timeout,259
202410,20241001,GW-NILE,TOKEN,Insufficient Funds,686
202410,20241001,GW-NILE,TOKEN,Invalid Card / Account Data,302
202410,20241001,GW-NILE,TOKEN,Issuer Decline,1233
202410,20241001,GW-NILE,TOKEN,Risk / Fraud Rule,380
202410,20241001,GW-NILE,WALLET,3DS Authentication Failed,6169
202410,20241001,GW-NILE,WALLET,Gateway Timeout,6067
202410,20241001,GW-NILE,WALLET,Insufficient Funds,14379
202410,20241001,GW-NILE,WALLET,Invalid Card / Account Data,4061
202410,20241001,GW-NILE,WALLET,Issuer Decline,8267
202410,20241001,GW-NILE,WALLET,Risk / Fraud Rule,2086
202410,20241001,GW-NIMBUS,BANKTR,Gateway Timeout,89
202410,20241001,GW-NIMBUS,BANKTR,Insufficient Funds,142
202410,20241001,GW-NIMBUS,BANKTR,Invalid Card / Account Data,170
202410,20241001,GW-NIMBUS,BANKTR,Issuer Decline,50
202410,20241001,GW-NIMBUS,BANKTR,Risk / Fraud Rule,22
202410,20241001,GW-NIMBUS,CARD,3DS Authentication Failed,6345
202410,20241001,GW-NIMBUS,CARD,Gateway Timeout,1948
202410,20241001,GW-NIMBUS,CARD,Insufficient Funds,7113
202410,20241001,GW-NIMBUS,CARD,Invalid Card / Account Data,2381
202410,20241001,GW-NIMBUS,CARD,Issuer Decline,10556
202410,20241001,GW-NIMBUS,CARD,Risk / Fraud Rule,3152
202410,20241001,GW-NIMBUS,LDEBIT,3DS Authentication Failed,844
202410,20241001,GW-NIMBUS,LDEBIT,Gateway Timeout,562
202410,20241001,GW-NIMBUS,LDEBIT,Insufficient Funds,3257
202410,20241001,GW-NIMBUS,LDEBIT,Invalid Card / Account Data,797
202410,20241001,GW-NIMBUS,LDEBIT,Issuer Decline,2532
202410,20241001,GW-NIMBUS,LDEBIT,Risk / Fraud Rule,432
202410,20241001,GW-NIMBUS,TOKEN,3DS Authentication Failed,104
202410,20241001,GW-NIMBUS,TOKEN,Gateway Timeout,193
202410,20241001,GW-NIMBUS,TOKEN,Insufficient Funds,597
202410,20241001,GW-NIMBUS,TOKEN,Invalid Card / Account Data,231
202410,20241001,GW-NIMBUS,TOKEN,Issuer Decline,935
202410,20241001,GW-NIMBUS,TOKEN,Risk / Fraud Rule,283
202410,20241001,GW-ORION,CARD,3DS Authentication Failed,7034
202410,20241001,GW-ORION,CARD,Gateway Timeout,2088
202410,20241001,GW-ORION,CARD,Insufficient Funds,7631
202410,20241001,GW-ORION,CARD,Invalid Card / Account Data,2732
202410,20241001,GW-ORION,CARD,Issuer Decline,11802
202410,20241001,GW-ORION,CARD,Risk / Fraud Rule,3489
202410,20241001,GW-ORION,TOKEN,3DS Authentication Failed,160
202410,20241001,GW-ORION,TOKEN,Gateway Timeout,223
202410,20241001,GW-ORION,TOKEN,Insufficient Funds,841
202410,20241001,GW-ORION,TOKEN,Invalid Card / Account Data,319
202410,20241001,GW-ORION,TOKEN,Issuer Decline,1279
202410,20241001,GW-ORION,TOKEN,Risk / Fraud Rule,374
202411,20241101,GW-ATLAS,BNPL,3DS Authentication Failed,348
202411,20241101,GW-ATLAS,BNPL,Gateway Timeout,346
202411,20241101,GW-ATLAS,BNPL,Insufficient Funds,729
202411,20241101,GW-ATLAS,BNPL,Invalid Card / Account Data,338
202411,20241101,GW-ATLAS,BNPL,Issuer Decline,340
202411,20241101,GW-ATLAS,BNPL,Risk / Fraud Rule,5205
202411,20241101,GW-ATLAS,CARD,3DS Authentication Failed,15396
202411,20241101,GW-ATLAS,CARD,Gateway Timeout,4599
202411,20241101,GW-ATLAS,CARD,Insufficient Funds,17028
202411,20241101,GW-ATLAS,CARD,Invalid Card / Account Data,6239
202411,20241101,GW-ATLAS,CARD,Issuer Decline,26436
202411,20241101,GW-ATLAS,CARD,Risk / Fraud Rule,7827
202411,20241101,GW-ATLAS,TOKEN,3DS Authentication Failed,240
202411,20241101,GW-ATLAS,TOKEN,Gateway Timeout,430
202411,20241101,GW-ATLAS,TOKEN,Insufficient Funds,1256
202411,20241101,GW-ATLAS,TOKEN,Invalid Card / Account Data,443
202411,20241101,GW-ATLAS,TOKEN,Issuer Decline,1904
202411,20241101,GW-ATLAS,TOKEN,Risk / Fraud Rule,594
202411,20241101,GW-NILE,BANKTR,Gateway Timeout,169
202411,20241101,GW-NILE,BANKTR,Insufficient Funds,227
202411,20241101,GW-NILE,BANKTR,Invalid Card / Account Data,279
202411,20241101,GW-NILE,BANKTR,Issuer Decline,84
202411,20241101,GW-NILE,BANKTR,Risk / Fraud Rule,37
202411,20241101,GW-NILE,BNPL,3DS Authentication Failed,84
202411,20241101,GW-NILE,BNPL,Gateway Timeout,109
202411,20241101,GW-NILE,BNPL,Insufficient Funds,159
202411,20241101,GW-NILE,BNPL,Invalid Card / Account Data,88
202411,20241101,GW-NILE,BNPL,Issuer Decline,77
202411,20241101,GW-NILE,BNPL,Risk / Fraud Rule,1239
202411,20241101,GW-NILE,CARD,3DS Authentication Failed,4072
202411,20241101,GW-NILE,CARD,Gateway Timeout,1190
202411,20241101,GW-NILE,CARD,Insufficient Funds,4404
202411,20241101,GW-NILE,CARD,Invalid Card / Account Data,1584
202411,20241101,GW-NILE,CARD,Issuer Decline,6862
202411,20241101,GW-NILE,CARD,Risk / Fraud Rule,2051
202411,20241101,GW-NILE,LDEBIT,3DS Authentication Failed,1347
202411,20241101,GW-NILE,LDEBIT,Gateway Timeout,928
202411,20241101,GW-NILE,LDEBIT,Insufficient Funds,5197
202411,20241101,GW-NILE,LDEBIT,Invalid Card / Account Data,1396
202411,20241101,GW-NILE,LDEBIT,Issuer Decline,4062
202411,20241101,GW-NILE,LDEBIT,Risk / Fraud Rule,686
202411,20241101,GW-NILE,TOKEN,3DS Authentication Failed,149
202411,20241101,GW-NILE,TOKEN,Gateway Timeout,260
202411,20241101,GW-NILE,TOKEN,Insufficient Funds,791
202411,20241101,GW-NILE,TOKEN,Invalid Card / Account Data,294
202411,20241101,GW-NILE,TOKEN,Issuer Decline,1243
202411,20241101,GW-NILE,TOKEN,Risk / Fraud Rule,361
202411,20241101,GW-NILE,WALLET,3DS Authentication Failed,6266
202411,20241101,GW-NILE,WALLET,Gateway Timeout,6244
202411,20241101,GW-NILE,WALLET,Insufficient Funds,14546
202411,20241101,GW-NILE,WALLET,Invalid Card / Account Data,4221
202411,20241101,GW-NILE,WALLET,Issuer Decline,8413
202411,20241101,GW-NILE,WALLET,Risk / Fraud Rule,2139
202411,20241101,GW-NIMBUS,BANKTR,Gateway Timeout,102
202411,20241101,GW-NIMBUS,BANKTR,Insufficient Funds,167
202411,20241101,GW-NIMBUS,BANKTR,Invalid Card / Account Data,153
202411,20241101,GW-NIMBUS,BANKTR,Issuer Decline,57
202411,20241101,GW-NIMBUS,BANKTR,Risk / Fraud Rule,26
202411,20241101,GW-NIMBUS,CARD,3DS Authentication Failed,7272
202411,20241101,GW-NIMBUS,CARD,Gateway Timeout,2098
202411,20241101,GW-NIMBUS,CARD,Insufficient Funds,7852
202411,20241101,GW-NIMBUS,CARD,Invalid Card / Account Data,2894
202411,20241101,GW-NIMBUS,CARD,Issuer Decline,12132
202411,20241101,GW-NIMBUS,CARD,Risk / Fraud Rule,3526
202411,20241101,GW-NIMBUS,LDEBIT,3DS Authentication Failed,854
202411,20241101,GW-NIMBUS,LDEBIT,Gateway Timeout,651
202411,20241101,GW-NIMBUS,LDEBIT,Insufficient Funds,3507
202411,20241101,GW-NIMBUS,LDEBIT,Invalid Card / Account Data,945
