month_key,fiscal_year,gmv,net_gmv,refunds,revenue,cogs,gp,success_txn,failed_txn,active_merchants,newly_transacting_merchants,billing_leakage,cost_of_failed_attempts,new_live_merchants,activated_merchants,date_key,gp_margin,take_rate,aov,success_rate,failure_rate,refund_rate,gmv_mom,gmv_yoy,revenue_mom,revenue_yoy,gp_mom,gp_yoy,active_merchants_mom,active_merchants_yoy,gmv_3m_avg,fytd_gmv
202505,2025,87623387.1188,85953592.9816,1669794.1372,1550730.5559,1171835.7007,378894.8552,3126332,298005,575,17,105.95109999999687,4715.8349,22,18,20250501,0.24433313302458284,0.017697678746400384,28.0275374204659,0.9129743947514511,0.08702560524854885,0.019056489278782264,0.007807738096920587,,0.006950139275943728,,0.01190634222471274,,0.023131672597864767,,88964272.68813334,865152721.233
202506,2025,90201176.0729,88496180.3592,1704995.7137,1599684.8208,1207847.3149,391837.5059,3216169,306992,601,30,125.87440000001128,4866.2201,32,29,20250601,0.2449466925016158,0.017734633742548384,28.046155557403853,0.9128646122047787,0.08713538779522134,0.01890214504877446,0.02941896038103418,,0.03156851763431488,,0.03415895075473698,,0.04521739130434783,,88256370.01986666,955353897.3059
202507,2026,92931826.9896,91126061.1951,1805765.7945,1647880.1992,1243650.8047,404229.3945,3303792,317025,625,28,1814.4285999999556,5033.4646999999995,31,27,20250701,0.24530265895314607,0.017732140350414226,28.128837102820032,0.9124437937625679,0.0875562062374321,0.019431080319792737,0.030272897046188303,0.3766198015273836,0.03012804633346297,0.3646321629936082,0.03162507012068037,0.3260703866467597,0.03993344425956739,0.3766519823788546,90252130.06043333,92931826.9896
202508,2026,97648957.9566,95762797.2685,1886160.6881,1731570.4721000001,1306888.5629,424681.9092,3382590,322095,639,16,3790.1534999999535,5115.9274,18,14,20250801,0.24525823005341368,0.017732605737273668,28.86810342270272,0.9130573854457261,0.08694261455427388,0.01931572776166544,0.05075904692509582,0.36955962109035084,0.05078662450136213,0.36132029148938094,0.050596307389516176,0.33681926938688606,0.0224,0.3771551724137931,93593987.00636667,190580784.9462
202509,2026,102179735.9442,100314542.4341,1865193.5101,1791111.3602,1354228.3651,436882.9951,3496251,329422,650,15,4095.5955000000067,5228.171,22,14,20250901,0.2439172710351279,0.017529027097683243,29.22551497137934,0.9138917518564708,0.08610824814352924,0.01825404511828623,0.04639863120314811,0.37257750395341166,0.034385483616956314,0.35787867819362595,0.028729940305166183,0.33559776346944403,0.017214397496087636,0.37130801687763715,97586840.2968,292760520.8904
202510,2026,98859332.4402,96926478.7784,1932853.6618000001,1746478.8012,1323132.2309,423346.5703,3530878,412428,664,18,3997.1660999999717,6286.5227,19,16,20251001,0.24240006234780515,0.01766630178548338,27.99851267594066,0.8954106021698545,0.10458939783014554,0.019551554861744418,-0.03249571427560993,0.3684011666293362,-0.024918919053149274,0.3601467955028106,-0.030984096318286705,0.32504086806877014,0.021538461538461538,0.36065573770491804,99562675.44700001,391619853.3306
202511,2026,107655898.4268,105544618.9382,2111279.4886,1916116.5856,1446607.4995,469509.0861,3774231,364229,687,24,5304.098600000004,5802.6085,29,26,20251101,0.2450315860884744,0.017798528585991527,28.52392935853688,0.9119892423751831,0.08801075762481692,0.019611368438261206,0.08898063308207182,0.3855962762833654,0.09713131604199399,0.3629734471897981,0.10904190334478775,0.3185818055444194,0.03463855421686747,0.37675350701402804,102898322.2704,499275751.7574
202512,2026,103745262.2318,101565502.7877,2179759.4441,1826238.0055,1379427.3172,446810.6883,3704235,355560,705,21,4715.829499999985,5614.799,22,18,20251201,0.24466180582944833,0.01760309787852868,28.007203169291365,0.9124192231381141,0.08758077686188592,0.02101068903975318,-0.03632533146949683,0.33996261273749234,-0.046906634374680366,0.30418516453612227,-0.04834495960141129,0.280254834657486,0.026200873362445413,0.36627906976744184,103420164.36626667,603021013.9892
202601,2026,97645214.3362,95773165.3985,1872048.9377000001,1725409.8372,1304063.8707,421345.9665,3588207,353333,719,17,4194.620099999995,5586.9852,19,16,20260101,0.24420051249027386,0.017670193556637407,27.21281529638619,0.9103566118826651,0.08964338811733485,0.019171947651775247,-0.05879832740670657,0.2764554870178008,-0.05521085860459606,0.27060373236942237,-0.05699219483062666,0.2764000518839853,0.019858156028368795,0.3669201520912547,103015458.3316,700666228.3254
202602,2026,105340133.5098,103459747.06840001,1880386.4414,1871579.0445,1410158.3475,461420.697,3955957,397455,729,11,4734.572399999956,6208.4457,16,13,20260201,0.24654085455592947,0.01776700847190291,26.628230162714104,0.9087026451895662,0.09129735481043377,0.01785061760174306,0.07880487769841749,0.2981328391896658,0.08471564503028679,0.29287304351145205,0.09511122375963223,0.306181727614477,0.013908205841446454,0.34750462107208874,102243536.69260001,806006361.8352
202603,2026,110684045.7291,108520389.6876,2163656.0415,1968181.2712,1484240.6310999999,483940.6401,4147800,423993,749,23,4889.706100000004,6585.7926,31,26,20260301,0.2458821487539821,0.017781978046024247,26.685000657963258,0.9072589244526162,0.09274107554738376,0.019548038990150066,0.0507300687900006,0.19885388251285593,0.05161536029369664,0.18675135300875537,0.04880566313218506,0.1986775690064289,0.027434842249657063,0.34470377019748655,104556464.52503334,916690407.5643001
202604,2026,106281014.4541,104199640.5922,2081373.8619,1875403.7954,1413181.2273000001,462222.56810000003,3879033,408620,765,22,4658.889999999973,6270.6630000000005,27,17,20260401,0.2464656247543819,0.01764570845538869,27.398842560529904,0.9046984445802867,0.0953015554197133,0.019583684561073615,-0.03978018011535697,0.22240000417253356,-0.0471386844075768,0.21777320101922382,-0.044877553568372,0.23444787323093808,0.021361815754339118,0.3612099644128114,107435064.56433332,1022971422.0184
202605,2026,105854551.9887,103792344.1447,2062207.844,1875630.7266,1412950.2594,462680.4672,3935744,422867,784,23,4496.627900000012,6438.8073,32,24,20260501,0.24667993578816647,0.01771894256186757,26.895690367234252,0.9029812479250844,0.09701875207491562,0.019481522572785924,-0.004012593101321718,0.20806277261551354,0.00012100391422722393,0.2095142637538583,0.0009906463500521157,0.2211315642060479,0.02483660130718954,0.3634782608695652,107606537.39063334,1128825974.0071
202606,2026,107613023.4881,104841661.5334,2771361.9547,1902685.5574,1437453.3124,465232.245,4028913,441530,798,18,4764.333300000007,6645.6269,22,13,20260601,0.24451346844495683,0.017680811259897383,26.710187955932533,0.9012335019146872,0.09876649808531279,0.02575303494754481,0.016612148144443728,0.19303348551828048,0.014424390908248258,0.189412772228763,0.005515205375845141,0.18730912175296185,0.017857142857142856,0.3277870216306156,106582863.31030001,1236438997.4952
