month_key,merchant_key,payment_method,gateway,status,currency,txn_count,amount_usd,gmv_usd,refund_usd,revenue_usd,expected_revenue_usd,cost_usd,gp_usd,gmv_local,date_key
202407,5,WALLET,GW-NILE,Failed,EGP,5,87.0715,0.0,0.0,0.0,0.0,0.03950000000000001,-0.03950000000000001,0.0,20240701
202407,5,WALLET,GW-NILE,Success,EGP,57,1131.2625,1131.2625,0.0,23.7568,23.756999999999998,11.158,12.5988,54401.62,20240701
202407,5,WALLET,GW-NILE,Voided,EGP,1,17.4143,0.0,0.0,0.0,0.0,0.0079,-0.0079,0.0,20240701
202407,6,CARD,GW-NIMBUS,Failed,AED,63,3585.1651,0.0,0.0,0.0,0.0,0.9612,-0.9612,0.0,20240701
202407,6,CARD,GW-NIMBUS,Refunded,AED,6,363.8148,0.0,363.8148,0.0,0.0,0.8986999999999999,-0.8986999999999999,0.0,20240701
202407,6,CARD,GW-NIMBUS,Success,AED,576,33176.6235,33176.6235,0.0,858.3771,858.3778,485.326,373.0511,121841.15,20240701
202407,6,CARD,GW-NIMBUS,Voided,AED,5,284.5335,0.0,0.0,0.0,0.0,0.08149999999999999,-0.08149999999999999,0.0,20240701
202407,6,LDEBIT,GW-NIMBUS,Failed,AED,8,455.2537,0.0,0.0,0.0,0.0,0.1278,-0.1278,0.0,20240701
202407,6,LDEBIT,GW-NIMBUS,Success,AED,185,10645.5386,10645.5386,0.0,134.9952,134.9966,56.2316,78.7636,39095.74,20240701
202407,6,LDEBIT,GW-NIMBUS,Voided,AED,1,56.9067,0.0,0.0,0.0,0.0,0.0163,-0.0163,0.0,20240701
202407,6,TOKEN,GW-ORION,Failed,AED,3,170.7201,0.0,0.0,0.0,0.0,0.0327,-0.0327,0.0,20240701
202407,6,TOKEN,GW-ORION,Refunded,AED,2,94.3172,0.0,94.3172,0.0,0.0,0.2996,-0.2996,0.0,20240701
202407,6,TOKEN,GW-ORION,Success,AED,169,9669.295900000001,9669.295900000001,0.0,255.4172,255.4163,138.6603,116.7569,35510.49,20240701
202407,6,TOKEN,GW-ORION,Voided,AED,3,170.7201,0.0,0.0,0.0,0.0,0.0327,-0.0327,0.0,20240701
202407,7,CARD,GW-ORION,Failed,AED,13,1323.4392,0.0,0.0,0.0,0.0,0.1471,-0.1471,0.0,20240701
202407,7,CARD,GW-ORION,Success,AED,118,11559.4203,11559.4203,0.0,275.3736,275.3668,155.2157,120.1579,42451.97,20240701
202407,7,LDEBIT,GW-NIMBUS,Failed,AED,3,305.4105,0.0,0.0,0.0,0.0,0.046299999999999994,-0.046299999999999994,0.0,20240701
202407,7,LDEBIT,GW-NIMBUS,Success,AED,28,2758.851,2758.851,0.0,32.1635,32.1624,13.6772,18.4863,10131.88,20240701
202407,7,TOKEN,GW-ORION,Success,AED,21,2381.5904,2381.5904,0.0,57.6037,57.600699999999996,32.9203,24.6834,8746.39,20240701
202407,9,BANKTR,GW-NIMBUS,Failed,SAR,1,2423.0267,0.0,0.0,0.0,0.0,0.016,-0.016,0.0,20240701
202407,9,BANKTR,GW-NIMBUS,Success,SAR,77,215036.6266,215036.6266,0.0,505.4187,505.4205,135.6239,369.7948,806387.35,20240701
202407,9,BANKTR,GW-NIMBUS,Voided,SAR,1,2423.0267,0.0,0.0,0.0,0.0,0.016,-0.016,0.0,20240701
202407,9,CARD,GW-ORION,Failed,SAR,1,2423.0267,0.0,0.0,0.0,0.0,0.0107,-0.0107,0.0,20240701
202407,9,CARD,GW-ORION,Success,SAR,22,59958.4986,59958.4986,0.0,990.2561,990.2556999999999,769.9758,220.28029999999998,224844.37,20240701
202407,9,CARD,GW-ORION,Voided,SAR,1,2423.0267,0.0,0.0,0.0,0.0,0.0107,-0.0107,0.0,20240701
202407,10,CARD,GW-NIMBUS,Failed,SAR,20,678.4696,0.0,0.0,0.0,0.0,0.3039,-0.3039,0.0,20240701
202407,10,CARD,GW-NIMBUS,Refunded,SAR,1,37.6533,0.0,37.6533,0.0,0.0,0.1493,-0.1493,0.0,20240701
202407,10,CARD,GW-NIMBUS,Success,SAR,189,6277.3627,6277.3627,0.0,170.5681,170.5644,97.032,73.5361,23540.11,20240701
202407,10,CARD,GW-NIMBUS,Voided,SAR,1,33.9227,0.0,0.0,0.0,0.0,0.016,-0.016,0.0,20240701
202407,10,LDEBIT,GW-NIMBUS,Failed,SAR,6,203.5362,0.0,0.0,0.0,0.0,0.096,-0.096,0.0,20240701
202407,10,LDEBIT,GW-NIMBUS,Refunded,SAR,2,92.80000000000001,0.0,92.80000000000001,0.0,0.0,0.2986,-0.2986,0.0,20240701
202407,10,LDEBIT,GW-NIMBUS,Success,SAR,89,3086.8082,3086.8082,0.0,40.954499999999996,40.956,17.8961,23.0584,11575.53,20240701
202407,10,LDEBIT,GW-NIMBUS,Voided,SAR,1,33.9227,0.0,0.0,0.0,0.0,0.016,-0.016,0.0,20240701
202407,10,TOKEN,GW-ORION,Failed,SAR,2,67.8454,0.0,0.0,0.0,0.0,0.0214,-0.0214,0.0,20240701
202407,10,TOKEN,GW-ORION,Refunded,SAR,1,57.656,0.0,57.656,0.0,0.0,0.1493,-0.1493,0.0,20240701
202407,10,TOKEN,GW-ORION,Success,SAR,47,1634.608,1634.608,0.0,45.0481,45.0481,24.5333,20.5148,6129.78,20240701
202407,10,TOKEN,GW-ORION,Voided,SAR,1,33.9227,0.0,0.0,0.0,0.0,0.0107,-0.0107,0.0,20240701
202407,11,CARD,GW-ORION,Failed,SAR,546,12245.6672,0.0,0.0,0.0,0.0,6.5572,-6.5572,0.0,20240701
202407,11,CARD,GW-ORION,Refunded,SAR,24,517.4293,0.0,517.4293,0.0,0.0,3.592,-3.592,0.0,20240701
202407,11,CARD,GW-ORION,Success,SAR,7872,175999.9867,175999.9867,0.0,2937.504,2937.5038,2724.707,212.79700000000003,659999.95,20240701
202407,11,CARD,GW-ORION,Voided,SAR,105,2354.9231,0.0,0.0,0.0,0.0,1.2639,-1.2639,0.0,20240701
202407,11,LDEBIT,GW-NIMBUS,Failed,SAR,91,2040.9259000000002,0.0,0.0,0.0,0.0,1.3623,-1.3623,0.0,20240701
202407,11,LDEBIT,GW-NIMBUS,Refunded,SAR,3,88.592,0.0,88.592,0.0,0.0,0.44789999999999996,-0.44789999999999996,0.0,20240701
202407,11,LDEBIT,GW-NIMBUS,Success,SAR,2668,60214.277200000004,60214.277200000004,0.0,492.8588,492.8599,391.024,101.8348,225803.54,20240701
202407,11,LDEBIT,GW-NIMBUS,Voided,SAR,42,941.9630000000001,0.0,0.0,0.0,0.0,0.629,-0.629,0.0,20240701
202407,12,CARD,GW-ATLAS,Failed,OMR,1908,72537.7372,0.0,0.0,0.0,0.0,38.1536,-38.1536,0.0,20240701
202407,12,CARD,GW-ATLAS,Refunded,OMR,98,4004.2392,0.0,4004.2392,0.0,0.0,14.6945,-14.6945,0.0,20240701
202407,12,CARD,GW-ATLAS,Success,OMR,15263,579910.2731,579910.2731,0.0,8846.5281,8846.537,9584.6036,-738.0755000000001,222975.5,20240701
202407,12,CARD,GW-ATLAS,Voided,OMR,171,6500.9878,0.0,0.0,0.0,0.0,3.3806,-3.3806,0.0,20240701
202407,12,LDEBIT,GW-NIMBUS,Failed,OMR,336,12773.9925,0.0,0.0,0.0,0.0,4.9411000000000005,-4.9411000000000005,0.0,20240701
202407,12,LDEBIT,GW-NIMBUS,Refunded,OMR,24,947.0220999999999,0.0,947.0220999999999,0.0,0.0,3.6149,-3.6149,0.0,20240701
202407,12,LDEBIT,GW-NIMBUS,Success,OMR,5125,193377.8417,193377.8417,0.0,1447.3083,1447.2573,1100.8585,346.4498,74353.78,20240701
202407,12,LDEBIT,GW-NIMBUS,Voided,OMR,82,3117.5028,0.0,0.0,0.0,0.0,1.274,-1.274,0.0,20240701
202407,15,BNPL,GW-ATLAS,Failed,AED,319,3601.0377000000003,0.0,0.0,0.0,0.0,6.3774999999999995,-6.3774999999999995,0.0,20240701
202407,15,BNPL,GW-ATLAS,Refunded,AED,16,181.6447,0.0,181.6447,0.0,0.0,2.3964,-2.3964,0.0,20240701
202407,15,BNPL,GW-ATLAS,Success,AED,1200,13579.4198,13579.4198,0.0,596.4006,596.4082,493.307,103.09360000000001,49870.42,20240701
202407,15,BNPL,GW-ATLAS,Voided,AED,16,180.618,0.0,0.0,0.0,0.0,0.316,-0.316,0.0,20240701
202407,15,CARD,GW-ORION,Failed,AED,680,7676.2018,0.0,0.0,0.0,0.0,8.1599,-8.1599,0.0,20240701
202407,15,CARD,GW-ORION,Refunded,AED,70,761.7835,0.0,761.7835,0.0,0.0,10.4968,-10.4968,0.0,20240701
202407,15,CARD,GW-ORION,Success,AED,5326,59951.5126,59951.5126,0.0,1849.1326999999999,1849.1352,1085.4702,763.6625,220171.93,20240701
202407,15,CARD,GW-ORION,Voided,AED,80,903.0819,0.0,0.0,0.0,0.0,0.9530000000000001,-0.9530000000000001,0.0,20240701
202407,15,TOKEN,GW-NIMBUS,Failed,AED,83,936.9471,0.0,0.0,0.0,0.0,1.2661,-1.2661,0.0,20240701
202407,15,TOKEN,GW-NIMBUS,Refunded,AED,24,265.3914,0.0,265.3914,0.0,0.0,3.5945,-3.5945,0.0,20240701
202407,15,TOKEN,GW-NIMBUS,Success,AED,1464,16299.724900000001,16299.724900000001,0.0,512.3349,512.3288,323.3548,188.9801,59860.74,20240701
202407,15,TOKEN,GW-NIMBUS,Voided,AED,12,135.47160000000002,0.0,0.0,0.0,0.0,0.1956,-0.1956,0.0,20240701
202407,16,CARD,GW-NIMBUS,Failed,SAR,57,430.9497,0.0,0.0,0.0,0.0,0.8506,-0.8506,0.0,20240701
202407,16,CARD,GW-NIMBUS,Success,SAR,431,3258.3999,3258.3999,0.0,123.5894,123.587,72.0053,51.5841,12219.0,20240701
202407,16,CARD,GW-NIMBUS,Voided,SAR,10,75.6,0.0,0.0,0.0,0.0,0.1573,-0.1573,0.0,20240701
202407,16,LDEBIT,GW-NIMBUS,Failed,SAR,20,151.2054,0.0,0.0,0.0,0.0,0.3066,-0.3066,0.0,20240701
202407,16,LDEBIT,GW-NIMBUS,Success,SAR,263,2025.8319999999999,2025.8319999999999,0.0,37.7387,37.7425,20.9441,16.7946,7596.87,20240701
202407,16,LDEBIT,GW-NIMBUS,Voided,SAR,3,22.68,0.0,0.0,0.0,0.0,0.048,-0.048,0.0,20240701
202407,16,TOKEN,GW-NIMBUS,Failed,SAR,10,75.6,0.0,0.0,0.0,0.0,0.1573,-0.1573,0.0,20240701
202407,16,TOKEN,GW-NIMBUS,Refunded,SAR,1,13.6347,0.0,13.6347,0.0,0.0,0.1493,-0.1493,0.0,20240701
202407,16,TOKEN,GW-NIMBUS,Success,SAR,137,1055.9947,1055.9947,0.0,40.3437,40.3412,23.6906,16.6531,3959.98,20240701
202407,17,BNPL,GW-ATLAS,Failed,AED,3,117.0102,0.0,0.0,0.0,0.0,0.0573,-0.0573,0.0,20240701
202407,17,BNPL,GW-ATLAS,Refunded,AED,1,28.5419,0.0,28.5419,0.0,0.0,0.1498,-0.1498,0.0,20240701
202407,17,BNPL,GW-ATLAS,Success,AED,18,718.5053,718.5053,0.0,33.429700000000004,33.432,25.189899999999998,8.2398,2638.71,20240701
202407,17,CARD,GW-NIMBUS,Failed,AED,10,390.034,0.0,0.0,0.0,0.0,0.1604,-0.1604,0.0,20240701
202407,17,CARD,GW-NIMBUS,Refunded,AED,2,74.0912,0.0,74.0912,0.0,0.0,0.2996,-0.2996,0.0,20240701
202407,17,CARD,GW-NIMBUS,Success,AED,101,4123.9183,4123.9183,0.0,106.5703,106.5685,62.2355,44.3348,15145.09,20240701
202407,17,CARD,GW-NIMBUS,Voided,AED,1,39.0034,0.0,0.0,0.0,0.0,0.0163,-0.0163,0.0,20240701
202407,17,TOKEN,GW-NIMBUS,Failed,AED,1,39.0034,0.0,0.0,0.0,0.0,0.0163,-0.0163,0.0,20240701
202407,17,TOKEN,GW-NIMBUS,Success,AED,28,981.0209,981.0209,0.0,26.2681,26.2686,15.5589,10.7092,3602.8,20240701
202407,18,CARD,GW-NIMBUS,Failed,SAR,104,1300.7254,0.0,0.0,0.0,0.0,1.5574,-1.5574,0.0,20240701
202407,18,CARD,GW-NIMBUS,Success,SAR,866,10930.160100000001,10930.160100000001,0.0,360.0238,360.0307,203.848,156.17579999999998,40988.1,20240701
202407,18,CARD,GW-NIMBUS,Voided,SAR,14,175.0935,0.0,0.0,0.0,0.0,0.2159,-0.2159,0.0,20240701
202407,18,LDEBIT,GW-NIMBUS,Failed,SAR,29,362.6932,0.0,0.0,0.0,0.0,0.4317,-0.4317,0.0,20240701
202407,18,LDEBIT,GW-NIMBUS,Refunded,SAR,2,19.365299999999998,0.0,19.365299999999998,0.0,0.0,0.2986,-0.2986,0.0,20240701
202407,18,LDEBIT,GW-NIMBUS,Success,SAR,435,5588.5095,5588.5095,0.0,90.3412,90.3409,44.7227,45.618500000000004,20956.91,20240701
202407,18,LDEBIT,GW-NIMBUS,Voided,SAR,3,37.5201,0.0,0.0,0.0,0.0,0.048,-0.048,0.0,20240701
202407,18,TOKEN,GW-ATLAS,Failed,SAR,17,212.61360000000002,0.0,0.0,0.0,0.0,0.3517,-0.3517,0.0,20240701
202407,18,TOKEN,GW-ATLAS,Success,SAR,248,3200.9759,3200.9759,0.0,106.60549999999999,106.6086,66.7492,39.8563,12003.66,20240701
202407,18,TOKEN,GW-ATLAS,Voided,SAR,1,12.5067,0.0,0.0,0.0,0.0,0.0213,-0.0213,0.0,20240701
202407,19,CARD,GW-ATLAS,Failed,EGP,10,10143.6331,0.0,0.0,0.0,0.0,0.1999,-0.1999,0.0,20240701
202407,19,CARD,GW-ATLAS,Success,EGP,38,39843.7247,39843.7247,0.0,600.3157,600.316,583.7332,16.58249999999999,1916056.83,20240701
202407,19,CARD,GW-ATLAS,Voided,EGP,1,1014.3633,0.0,0.0,0.0,0.0,0.02,-0.02,0.0,20240701
202407,19,LDEBIT,GW-NILE,Success,EGP,21,24955.846,24955.846,0.0,183.6617,183.6613,101.8057,81.85600000000001,1200109.16,20240701
202407,19,WALLET,GW-NILE,Failed,EGP,5,5071.8165,0.0,0.0,0.0,0.0,0.0397,-0.0397,0.0,20240701
202407,19,WALLET,GW-NILE,Success,EGP,20,20466.7562,20466.7562,0.0,246.3011,246.3011,166.4809,79.8202,984231.98,20240701
202407,20,BNPL,GW-ATLAS,Failed,AED,28,841.9361,0.0,0.0,0.0,0.0,0.5608,-0.5608,0.0,20240701
202407,20,BNPL,GW-ATLAS,Refunded,AED,2,61.0266,0.0,61.0266,0.0,0.0,0.2996,-0.2996,0.0,20240701
202407,20,BNPL,GW-ATLAS,Success,AED,134,4136.5474,4136.5474,0.0,193.9607,193.9626,145.6393,48.321400000000004,15191.47,20240701
202407,20,BNPL,GW-ATLAS,Voided,AED,1,30.0694,0.0,0.0,0.0,0.0,0.0191,-0.0191,0.0,20240701
202407,20,CARD,GW-ORION,Failed,AED,64,1924.4086000000002,0.0,0.0,0.0,0.0,0.7678,-0.7678,0.0,20240701
202407,20,CARD,GW-ORION,Refunded,AED,14,435.5997,0.0,435.5997,0.0,0.0,2.0968999999999998,-2.0968999999999998,0.0,20240701
202407,20,CARD,GW-ORION,Success,AED,567,17074.652000000002,17074.652000000002,0.0,459.7657,459.765,252.6371,207.1286,62706.66,20240701
202407,20,CARD,GW-ORION,Voided,AED,11,330.7635,0.0,0.0,0.0,0.0,0.1226,-0.1226,0.0,20240701
202407,20,TOKEN,GW-ORION,Failed,AED,8,240.55530000000002,0.0,0.0,0.0,0.0,0.08990000000000001,-0.08990000000000001,0.0,20240701
202407,20,TOKEN,GW-ORION,Refunded,AED,2,58.336299999999994,0.0,58.336299999999994,0.0,0.0,0.2996,-0.2996,0.0,20240701
202407,20,TOKEN,GW-ORION,Success,AED,157,4758.5134,4758.5134,0.0,130.4942,130.4988,72.6288,57.8654,17475.64,20240701
202407,20,TOKEN,GW-ORION,Voided,AED,2,60.1388,0.0,0.0,0.0,0.0,0.0218,-0.0218,0.0,20240701
202407,21,CARD,GW-NILE,Failed,EGP,104,615.2259,0.0,0.0,0.0,0.0,0.8307,-0.8307,0.0,20240701
202407,21,CARD,GW-NILE,Refunded,EGP,4,23.8659,0.0,23.8659,0.0,0.0,0.5999,-0.5999,0.0,20240701
202407,21,CARD,GW-NILE,Success,EGP,838,4997.8956,4997.8956,0.0,209.4889,209.4888,105.1389,104.35,240345.28,20240701
202407,21,CARD,GW-NILE,Voided,EGP,11,65.0725,0.0,0.0,0.0,0.0,0.0873,-0.0873,0.0,20240701
202407,21,LDEBIT,GW-NILE,Failed,EGP,23,136.0603,0.0,0.0,0.0,0.0,0.1829,-0.1829,0.0,20240701
202407,21,LDEBIT,GW-NILE,Refunded,EGP,1,3.6214,0.0,3.6214,0.0,0.0,0.1499,-0.1499,0.0,20240701
202407,21,LDEBIT,GW-NILE,Success,EGP,306,1818.7697,1818.7697,0.0,37.8256,37.8252,18.0765,19.7491,87463.36,20240701
202407,21,LDEBIT,GW-NILE,Voided,EGP,3,17.7471,0.0,0.0,0.0,0.0,0.023700000000000002,-0.023700000000000002,0.0,20240701
202407,21,WALLET,GW-NILE,Failed,EGP,59,349.0227,0.0,0.0,0.0,0.0,0.4711,-0.4711,0.0,20240701
202407,21,WALLET,GW-NILE,Success,EGP,521,3089.8498,3089.8498,0.0,87.7103,87.7105,43.2629,44.4474,148588.72,20240701
202407,21,WALLET,GW-NILE,Voided,EGP,4,23.6627,0.0,0.0,0.0,0.0,0.0318,-0.0318,0.0,20240701
202407,22,BNPL,GW-ATLAS,Failed,EGP,23,159.2437,0.0,0.0,0.0,0.0,0.4597,-0.4597,0.0,20240701
202407,22,BNPL,GW-ATLAS,Refunded,EGP,2,17.2377,0.0,17.2377,0.0,0.0,0.2998,-0.2998,0.0,20240701
202407,22,BNPL,GW-ATLAS,Success,EGP,106,749.1231,749.1231,0.0,34.7742,34.7744,28.0088,6.7654,36024.8,20240701
202407,22,BNPL,GW-ATLAS,Voided,EGP,2,13.8472,0.0,0.0,0.0,0.0,0.04,-0.04,0.0,20240701
202407,22,CARD,GW-ATLAS,Failed,EGP,55,380.80150000000003,0.0,0.0,0.0,0.0,1.0996,-1.0996,0.0,20240701
202407,22,CARD,GW-ATLAS,Refunded,EGP,4,44.2481,0.0,44.2481,0.0,0.0,0.5996,-0.5996,0.0,20240701
202407,22,CARD,GW-ATLAS,Success,EGP,413,2865.3042,2865.3042,0.0,107.8041,107.8036,72.3377,35.4664,137790.47,20240701
202407,22,CARD,GW-ATLAS,Voided,EGP,7,48.4652,0.0,0.0,0.0,0.0,0.14,-0.14,0.0,20240701
202407,22,LDEBIT,GW-NILE,Failed,EGP,6,41.5416,0.0,0.0,0.0,0.0,0.047400000000000005,-0.047400000000000005,0.0,20240701
202407,22,LDEBIT,GW-NILE,Refunded,EGP,1,9.5036,0.0,9.5036,0.0,0.0,0.1499,-0.1499,0.0,20240701
202407,22,LDEBIT,GW-NILE,Success,EGP,93,679.719,679.719,0.0,12.3648,12.3647,6.0078,6.357,32687.21,20240701
202407,22,LDEBIT,GW-NILE,Voided,EGP,2,13.8472,0.0,0.0,0.0,0.0,0.0158,-0.0158,0.0,20240701
202407,22,TOKEN,GW-ATLAS,Failed,EGP,7,48.4656,0.0,0.0,0.0,0.0,0.1398,-0.1398,0.0,20240701
202407,22,TOKEN,GW-ATLAS,Refunded,EGP,1,3.7252,0.0,3.7252,0.0,0.0,0.1499,-0.1499,0.0,20240701
202407,22,TOKEN,GW-ATLAS,Success,EGP,114,811.2746,811.2746,0.0,30.6513,30.6513,20.702,9.9493,39013.63,20240701
202407,22,TOKEN,GW-ATLAS,Voided,EGP,3,20.7708,0.0,0.0,0.0,0.0,0.06,-0.06,0.0,20240701
202407,22,WALLET,GW-NILE,Failed,EGP,18,124.62570000000001,0.0,0.0,0.0,0.0,0.1432,-0.1432,0.0,20240701
202407,22,WALLET,GW-NILE,Refunded,EGP,3,23.0076,0.0,23.0076,0.0,0.0,0.4497,-0.4497,0.0,20240701
202407,22,WALLET,GW-NILE,Success,EGP,168,1174.2561,1174.2561,0.0,30.2061,30.206,15.3918,14.8143,56469.15,20240701
202407,22,WALLET,GW-NILE,Voided,EGP,2,13.8472,0.0,0.0,0.0,0.0,0.0158,-0.0158,0.0,20240701
202407,23,BNPL,GW-ATLAS,Failed,SAR,367,4301.544,0.0,0.0,0.0,0.0,7.3439,-7.3439,0.0,20240701
