date,date_key,month_key,year_month,year,month_num,month_name,fiscal_year,fiscal_year_label,fiscal_month_num,fiscal_quarter,weekday_name,is_weekend
2024-07-21,20240721,202407,2024-07,2024,7,Jul,2025,FY2025,1,Q1,Sunday,0
2024-07-22,20240722,202407,2024-07,2024,7,Jul,2025,FY2025,1,Q1,Monday,0
2024-07-23,20240723,202407,2024-07,2024,7,Jul,2025,FY2025,1,Q1,Tuesday,0
2024-07-24,20240724,202407,2024-07,2024,7,Jul,2025,FY2025,1,Q1,Wednesday,0
2024-07-25,20240725,202407,2024-07,2024,7,Jul,2025,FY2025,1,Q1,Thursday,0
2024-07-26,20240726,202407,2024-07,2024,7,Jul,2025,FY2025,1,Q1,Friday,1
2024-07-27,20240727,202407,2024-07,2024,7,Jul,2025,FY2025,1,Q1,Saturday,1
2024-07-28,20240728,202407,2024-07,2024,7,Jul,2025,FY2025,1,Q1,Sunday,0
2024-07-29,20240729,202407,2024-07,2024,7,Jul,2025,FY2025,1,Q1,Monday,0
2024-07-30,20240730,202407,2024-07,2024,7,Jul,2025,FY2025,1,Q1,Tuesday,0
2024-07-31,20240731,202407,2024-07,2024,7,Jul,2025,FY2025,1,Q1,Wednesday,0
2024-08-01,20240801,202408,2024-08,2024,8,Aug,2025,FY2025,2,Q1,Thursday,0
2024-08-02,20240802,202408,2024-08,2024,8,Aug,2025,FY2025,2,Q1,Friday,1
2024-08-03,20240803,202408,2024-08,2024,8,Aug,2025,FY2025,2,Q1,Saturday,1
2024-08-04,20240804,202408,2024-08,2024,8,Aug,2025,FY2025,2,Q1,Sunday,0
2024-08-05,20240805,202408,2024-08,2024,8,Aug,2025,FY2025,2,Q1,Monday,0
2024-08-06,20240806,202408,2024-08,2024,8,Aug,2025,FY2025,2,Q1,Tuesday,0
2024-08-07,20240807,202408,2024-08,2024,8,Aug,2025,FY2025,2,Q1,Wednesday,0
2024-08-08,20240808,202408,2024-08,2024,8,Aug,2025,FY2025,2,Q1,Thursday,0
2024-08-09,20240809,202408,2024-08,2024,8,Aug,2025,FY2025,2,Q1,Friday,1
2024-08-10,20240810,202408,2024-08,2024,8,Aug,2025,FY2025,2,Q1,Saturday,1
2024-08-11,20240811,202408,2024-08,2024,8,Aug,2025,FY2025,2,Q1,Sunday,0
2024-08-12,20240812,202408,2024-08,2024,8,Aug,2025,FY2025,2,Q1,Monday,0
2024-08-13,20240813,202408,2024-08,2024,8,Aug,2025,FY2025,2,Q1,Tuesday,0
2024-08-14,20240814,202408,2024-08,2024,8,Aug,2025,FY2025,2,Q1,Wednesday,0
2024-08-15,20240815,202408,2024-08,2024,8,Aug,2025,FY2025,2,Q1,Thursday,0
2024-08-16,20240816,202408,2024-08,2024,8,Aug,2025,FY2025,2,Q1,Friday,1
2024-08-17,20240817,202408,2024-08,2024,8,Aug,2025,FY2025,2,Q1,Saturday,1
2024-08-18,20240818,202408,2024-08,2024,8,Aug,2025,FY2025,2,Q1,Sunday,0
2024-08-19,20240819,202408,2024-08,2024,8,Aug,2025,FY2025,2,Q1,Monday,0
2024-08-20,20240820,202408,2024-08,2024,8,Aug,2025,FY2025,2,Q1,Tuesday,0
2024-08-21,20240821,202408,2024-08,2024,8,Aug,2025,FY2025,2,Q1,Wednesday,0
2024-08-22,20240822,202408,2024-08,2024,8,Aug,2025,FY2025,2,Q1,Thursday,0
2024-08-23,20240823,202408,2024-08,2024,8,Aug,2025,FY2025,2,Q1,Friday,1
2024-08-24,20240824,202408,2024-08,2024,8,Aug,2025,FY2025,2,Q1,Saturday,1
2024-08-25,20240825,202408,2024-08,2024,8,Aug,2025,FY2025,2,Q1,Sunday,0
2024-08-26,20240826,202408,2024-08,2024,8,Aug,2025,FY2025,2,Q1,Monday,0
2024-08-27,20240827,202408,2024-08,2024,8,Aug,2025,FY2025,2,Q1,Tuesday,0
2024-08-28,20240828,202408,2024-08,2024,8,Aug,2025,FY2025,2,Q1,Wednesday,0
2024-08-29,20240829,202408,2024-08,2024,8,Aug,2025,FY2025,2,Q1,Thursday,0
2024-08-30,20240830,202408,2024-08,2024,8,Aug,2025,FY2025,2,Q1,Friday,1
2024-08-31,20240831,202408,2024-08,2024,8,Aug,2025,FY2025,2,Q1,Saturday,1
2024-09-01,20240901,202409,2024-09,2024,9,Sep,2025,FY2025,3,Q1,Sunday,0
2024-09-02,20240902,202409,2024-09,2024,9,Sep,2025,FY2025,3,Q1,Monday,0
2024-09-03,20240903,202409,2024-09,2024,9,Sep,2025,FY2025,3,Q1,Tuesday,0
2024-09-04,20240904,202409,2024-09,2024,9,Sep,2025,FY2025,3,Q1,Wednesday,0
2024-09-05,20240905,202409,2024-09,2024,9,Sep,2025,FY2025,3,Q1,Thursday,0
2024-09-06,20240906,202409,2024-09,2024,9,Sep,2025,FY2025,3,Q1,Friday,1
2024-09-07,20240907,202409,2024-09,2024,9,Sep,2025,FY2025,3,Q1,Saturday,1
2024-09-08,20240908,202409,2024-09,2024,9,Sep,2025,FY2025,3,Q1,Sunday,0
2024-09-09,20240909,202409,2024-09,2024,9,Sep,2025,FY2025,3,Q1,Monday,0
2024-09-10,20240910,202409,2024-09,2024,9,Sep,2025,FY2025,3,Q1,Tuesday,0
2024-09-11,20240911,202409,2024-09,2024,9,Sep,2025,FY2025,3,Q1,Wednesday,0
2024-09-12,20240912,202409,2024-09,2024,9,Sep,2025,FY2025,3,Q1,Thursday,0
2024-09-13,20240913,202409,2024-09,2024,9,Sep,2025,FY2025,3,Q1,Friday,1
2024-09-14,20240914,202409,2024-09,2024,9,Sep,2025,FY2025,3,Q1,Saturday,1
2024-09-15,20240915,202409,2024-09,2024,9,Sep,2025,FY2025,3,Q1,Sunday,0
2024-09-16,20240916,202409,2024-09,2024,9,Sep,2025,FY2025,3,Q1,Monday,0
2024-09-17,20240917,202409,2024-09,2024,9,Sep,2025,FY2025,3,Q1,Tuesday,0
2024-09-18,20240918,202409,2024-09,2024,9,Sep,2025,FY2025,3,Q1,Wednesday,0
2024-09-19,20240919,202409,2024-09,2024,9,Sep,2025,FY2025,3,Q1,Thursday,0
2024-09-20,20240920,202409,2024-09,2024,9,Sep,2025,FY2025,3,Q1,Friday,1
2024-09-21,20240921,202409,2024-09,2024,9,Sep,2025,FY2025,3,Q1,Saturday,1
2024-09-22,20240922,202409,2024-09,2024,9,Sep,2025,FY2025,3,Q1,Sunday,0
2024-09-23,20240923,202409,2024-09,2024,9,Sep,2025,FY2025,3,Q1,Monday,0
2024-09-24,20240924,202409,2024-09,2024,9,Sep,2025,FY2025,3,Q1,Tuesday,0
2024-09-25,20240925,202409,2024-09,2024,9,Sep,2025,FY2025,3,Q1,Wednesday,0
2024-09-26,20240926,202409,2024-09,2024,9,Sep,2025,FY2025,3,Q1,Thursday,0
2024-09-27,20240927,202409,2024-09,2024,9,Sep,2025,FY2025,3,Q1,Friday,1
2024-09-28,20240928,202409,2024-09,2024,9,Sep,2025,FY2025,3,Q1,Saturday,1
2024-09-29,20240929,202409,2024-09,2024,9,Sep,2025,FY2025,3,Q1,Sunday,0
2024-09-30,20240930,202409,2024-09,2024,9,Sep,2025,FY2025,3,Q1,Monday,0
2024-10-01,20241001,202410,2024-10,2024,10,Oct,2025,FY2025,4,Q2,Tuesday,0
2024-10-02,20241002,202410,2024-10,2024,10,Oct,2025,FY2025,4,Q2,Wednesday,0
2024-10-03,20241003,202410,2024-10,2024,10,Oct,2025,FY2025,4,Q2,Thursday,0
2024-10-04,20241004,202410,2024-10,2024,10,Oct,2025,FY2025,4,Q2,Friday,1
2024-10-05,20241005,202410,2024-10,2024,10,Oct,2025,FY2025,4,Q2,Saturday,1
2024-10-06,20241006,202410,2024-10,2024,10,Oct,2025,FY2025,4,Q2,Sunday,0
2024-10-07,20241007,202410,2024-10,2024,10,Oct,2025,FY2025,4,Q2,Monday,0
2024-10-08,20241008,202410,2024-10,2024,10,Oct,2025,FY2025,4,Q2,Tuesday,0
2024-10-09,20241009,202410,2024-10,2024,10,Oct,2025,FY2025,4,Q2,Wednesday,0
2024-10-10,20241010,202410,2024-10,2024,10,Oct,2025,FY2025,4,Q2,Thursday,0
2024-10-11,20241011,202410,2024-10,2024,10,Oct,2025,FY2025,4,Q2,Friday,1
2024-10-12,20241012,202410,2024-10,2024,10,Oct,2025,FY2025,4,Q2,Saturday,1
2024-10-13,20241013,202410,2024-10,2024,10,Oct,2025,FY2025,4,Q2,Sunday,0
2024-10-14,20241014,202410,2024-10,2024,10,Oct,2025,FY2025,4,Q2,Monday,0
2024-10-15,20241015,202410,2024-10,2024,10,Oct,2025,FY2025,4,Q2,Tuesday,0
2024-10-16,20241016,202410,2024-10,2024,10,Oct,2025,FY2025,4,Q2,Wednesday,0
2024-10-17,20241017,202410,2024-10,2024,10,Oct,2025,FY2025,4,Q2,Thursday,0
2024-10-18,20241018,202410,2024-10,2024,10,Oct,2025,FY2025,4,Q2,Friday,1
2024-10-19,20241019,202410,2024-10,2024,10,Oct,2025,FY2025,4,Q2,Saturday,1
2024-10-20,20241020,202410,2024-10,2024,10,Oct,2025,FY2025,4,Q2,Sunday,0
2024-10-21,20241021,202410,2024-10,2024,10,Oct,2025,FY2025,4,Q2,Monday,0
2024-10-22,20241022,202410,2024-10,2024,10,Oct,2025,FY2025,4,Q2,Tuesday,0
2024-10-23,20241023,202410,2024-10,2024,10,Oct,2025,FY2025,4,Q2,Wednesday,0
2024-10-24,20241024,202410,2024-10,2024,10,Oct,2025,FY2025,4,Q2,Thursday,0
2024-10-25,20241025,202410,2024-10,2024,10,Oct,2025,FY2025,4,Q2,Friday,1
2024-10-26,20241026,202410,2024-10,2024,10,Oct,2025,FY2025,4,Q2,Saturday,1
2024-10-27,20241027,202410,2024-10,2024,10,Oct,2025,FY2025,4,Q2,Sunday,0
2024-10-28,20241028,202410,2024-10,2024,10,Oct,2025,FY2025,4,Q2,Monday,0
2024-10-29,20241029,202410,2024-10,2024,10,Oct,2025,FY2025,4,Q2,Tuesday,0
2024-10-30,20241030,202410,2024-10,2024,10,Oct,2025,FY2025,4,Q2,Wednesday,0
2024-10-31,20241031,202410,2024-10,2024,10,Oct,2025,FY2025,4,Q2,Thursday,0
2024-11-01,20241101,202411,2024-11,2024,11,Nov,2025,FY2025,5,Q2,Friday,1
2024-11-02,20241102,202411,2024-11,2024,11,Nov,2025,FY2025,5,Q2,Saturday,1
2024-11-03,20241103,202411,2024-11,2024,11,Nov,2025,FY2025,5,Q2,Sunday,0
2024-11-04,20241104,202411,2024-11,2024,11,Nov,2025,FY2025,5,Q2,Monday,0
2024-11-05,20241105,202411,2024-11,2024,11,Nov,2025,FY2025,5,Q2,Tuesday,0
2024-11-06,20241106,202411,2024-11,2024,11,Nov,2025,FY2025,5,Q2,Wednesday,0
2024-11-07,20241107,202411,2024-11,2024,11,Nov,2025,FY2025,5,Q2,Thursday,0
2024-11-08,20241108,202411,2024-11,2024,11,Nov,2025,FY2025,5,Q2,Friday,1
2024-11-09,20241109,202411,2024-11,2024,11,Nov,2025,FY2025,5,Q2,Saturday,1
2024-11-10,20241110,202411,2024-11,2024,11,Nov,2025,FY2025,5,Q2,Sunday,0
2024-11-11,20241111,202411,2024-11,2024,11,Nov,2025,FY2025,5,Q2,Monday,0
2024-11-12,20241112,202411,2024-11,2024,11,Nov,2025,FY2025,5,Q2,Tuesday,0
2024-11-13,20241113,202411,2024-11,2024,11,Nov,2025,FY2025,5,Q2,Wednesday,0
2024-11-14,20241114,202411,2024-11,2024,11,Nov,2025,FY2025,5,Q2,Thursday,0
2024-11-15,20241115,202411,2024-11,2024,11,Nov,2025,FY2025,5,Q2,Friday,1
2024-11-16,20241116,202411,2024-11,2024,11,Nov,2025,FY2025,5,Q2,Saturday,1
2024-11-17,20241117,202411,2024-11,2024,11,Nov,2025,FY2025,5,Q2,Sunday,0
2024-11-18,20241118,202411,2024-11,2024,11,Nov,2025,FY2025,5,Q2,Monday,0
2024-11-19,20241119,202411,2024-11,2024,11,Nov,2025,FY2025,5,Q2,Tuesday,0
2024-11-20,20241120,202411,2024-11,2024,11,Nov,2025,FY2025,5,Q2,Wednesday,0
2024-11-21,20241121,202411,2024-11,2024,11,Nov,2025,FY2025,5,Q2,Thursday,0
2024-11-22,20241122,202411,2024-11,2024,11,Nov,2025,FY2025,5,Q2,Friday,1
2024-11-23,20241123,202411,2024-11,2024,11,Nov,2025,FY2025,5,Q2,Saturday,1
2024-11-24,20241124,202411,2024-11,2024,11,Nov,2025,FY2025,5,Q2,Sunday,0
2024-11-25,20241125,202411,2024-11,2024,11,Nov,2025,FY2025,5,Q2,Monday,0
2024-11-26,20241126,202411,2024-11,2024,11,Nov,2025,FY2025,5,Q2,Tuesday,0
2024-11-27,20241127,202411,2024-11,2024,11,Nov,2025,FY2025,5,Q2,Wednesday,0
2024-11-28,20241128,202411,2024-11,2024,11,Nov,2025,FY2025,5,Q2,Thursday,0
2024-11-29,20241129,202411,2024-11,2024,11,Nov,2025,FY2025,5,Q2,Friday,1
2024-11-30,20241130,202411,2024-11,2024,11,Nov,2025,FY2025,5,Q2,Saturday,1
2024-12-01,20241201,202412,2024-12,2024,12,Dec,2025,FY2025,6,Q2,Sunday,0
2024-12-02,20241202,202412,2024-12,2024,12,Dec,2025,FY2025,6,Q2,Monday,0
2024-12-03,20241203,202412,2024-12,2024,12,Dec,2025,FY2025,6,Q2,Tuesday,0
2024-12-04,20241204,202412,2024-12,2024,12,Dec,2025,FY2025,6,Q2,Wednesday,0
2024-12-05,20241205,202412,2024-12,2024,12,Dec,2025,FY2025,6,Q2,Thursday,0
2024-12-06,20241206,202412,2024-12,2024,12,Dec,2025,FY2025,6,Q2,Friday,1
2024-12-07,20241207,202412,2024-12,2024,12,Dec,2025,FY2025,6,Q2,Saturday,1
2024-12-08,20241208,202412,2024-12,2024,12,Dec,2025,FY2025,6,Q2,Sunday,0
2024-12-09,20241209,202412,2024-12,2024,12,Dec,2025,FY2025,6,Q2,Monday,0
2024-12-10,20241210,202412,2024-12,2024,12,Dec,2025,FY2025,6,Q2,Tuesday,0
2024-12-11,20241211,202412,2024-12,2024,12,Dec,2025,FY2025,6,Q2,Wednesday,0
2024-12-12,20241212,202412,2024-12,2024,12,Dec,2025,FY2025,6,Q2,Thursday,0
2024-12-13,20241213,202412,2024-12,2024,12,Dec,2025,FY2025,6,Q2,Friday,1
2024-12-14,20241214,202412,2024-12,2024,12,Dec,2025,FY2025,6,Q2,Saturday,1
2024-12-15,20241215,202412,2024-12,2024,12,Dec,2025,FY2025,6,Q2,Sunday,0
2024-12-16,20241216,202412,2024-12,2024,12,Dec,2025,FY2025,6,Q2,Monday,0
2024-12-17,20241217,202412,2024-12,2024,12,Dec,2025,FY2025,6,Q2,Tuesday,0
2024-12-18,20241218,202412,2024-12,2024,12,Dec,2025,FY2025,6,Q2,Wednesday,0
2024-12-19,20241219,202412,2024-12,2024,12,Dec,2025,FY2025,6,Q2,Thursday,0
2024-12-20,20241220,202412,2024-12,2024,12,Dec,2025,FY2025,6,Q2,Friday,1
2024-12-21,20241221,202412,2024-12,2024,12,Dec,2025,FY2025,6,Q2,Saturday,1
2024-12-22,20241222,202412,2024-12,2024,12,Dec,2025,FY2025,6,Q2,Sunday,0
2024-12-23,20241223,202412,2024-12,2024,12,Dec,2025,FY2025,6,Q2,Monday,0
2024-12-24,20241224,202412,2024-12,2024,12,Dec,2025,FY2025,6,Q2,Tuesday,0
2024-12-25,20241225,202412,2024-12,2024,12,Dec,2025,FY2025,6,Q2,Wednesday,0
2024-12-26,20241226,202412,2024-12,2024,12,Dec,2025,FY2025,6,Q2,Thursday,0
2024-12-27,20241227,202412,2024-12,2024,12,Dec,2025,FY2025,6,Q2,Friday,1
2024-12-28,20241228,202412,2024-12,2024,12,Dec,2025,FY2025,6,Q2,Saturday,1
2024-12-29,20241229,202412,2024-12,2024,12,Dec,2025,FY2025,6,Q2,Sunday,0
2024-12-30,20241230,202412,2024-12,2024,12,Dec,2025,FY2025,6,Q2,Monday,0
2024-12-31,20241231,202412,2024-12,2024,12,Dec,2025,FY2025,6,Q2,Tuesday,0
2025-01-01,20250101,202501,2025-01,2025,1,Jan,2025,FY2025,7,Q3,Wednesday,0
2025-01-02,20250102,202501,2025-01,2025,1,Jan,2025,FY2025,7,Q3,Thursday,0
2025-01-03,20250103,202501,2025-01,2025,1,Jan,2025,FY2025,7,Q3,Friday,1
2025-01-04,20250104,202501,2025-01,2025,1,Jan,2025,FY2025,7,Q3,Saturday,1
2025-01-05,20250105,202501,2025-01,2025,1,Jan,2025,FY2025,7,Q3,Sunday,0
2025-01-06,20250106,202501,2025-01,2025,1,Jan,2025,FY2025,7,Q3,Monday,0
2025-01-07,20250107,202501,2025-01,2025,1,Jan,2025,FY2025,7,Q3,Tuesday,0
2025-01-08,20250108,202501,2025-01,2025,1,Jan,2025,FY2025,7,Q3,Wednesday,0
2025-01-09,20250109,202501,2025-01,2025,1,Jan,2025,FY2025,7,Q3,Thursday,0
2025-01-10,20250110,202501,2025-01,2025,1,Jan,2025,FY2025,7,Q3,Friday,1
2025-01-11,20250111,202501,2025-01,2025,1,Jan,2025,FY2025,7,Q3,Saturday,1
2025-01-12,20250112,202501,2025-01,2025,1,Jan,2025,FY2025,7,Q3,Sunday,0
2025-01-13,20250113,202501,2025-01,2025,1,Jan,2025,FY2025,7,Q3,Monday,0
2025-01-14,20250114,202501,2025-01,2025,1,Jan,2025,FY2025,7,Q3,Tuesday,0
2025-01-15,20250115,202501,2025-01,2025,1,Jan,2025,FY2025,7,Q3,Wednesday,0
2025-01-16,20250116,202501,2025-01,2025,1,Jan,2025,FY2025,7,Q3,Thursday,0
2025-01-17,20250117,202501,2025-01,2025,1,Jan,2025,FY2025,7,Q3,Friday,1
2025-01-18,20250118,202501,2025-01,2025,1,Jan,2025,FY2025,7,Q3,Saturday,1
2025-01-19,20250119,202501,2025-01,2025,1,Jan,2025,FY2025,7,Q3,Sunday,0
2025-01-20,20250120,202501,2025-01,2025,1,Jan,2025,FY2025,7,Q3,Monday,0
2025-01-21,20250121,202501,2025-01,2025,1,Jan,2025,FY2025,7,Q3,Tuesday,0
2025-01-22,20250122,202501,2025-01,2025,1,Jan,2025,FY2025,7,Q3,Wednesday,0
2025-01-23,20250123,202501,2025-01,2025,1,Jan,2025,FY2025,7,Q3,Thursday,0
2025-01-24,20250124,202501,2025-01,2025,1,Jan,2025,FY2025,7,Q3,Friday,1
2025-01-25,20250125,202501,2025-01,2025,1,Jan,2025,FY2025,7,Q3,Saturday,1
2025-01-26,20250126,202501,2025-01,2025,1,Jan,2025,FY2025,7,Q3,Sunday,0
2025-01-27,20250127,202501,2025-01,2025,1,Jan,2025,FY2025,7,Q3,Monday,0
2025-01-28,20250128,202501,2025-01,2025,1,Jan,2025,FY2025,7,Q3,Tuesday,0
2025-01-29,20250129,202501,2025-01,2025,1,Jan,2025,FY2025,7,Q3,Wednesday,0
2025-01-30,20250130,202501,2025-01,2025,1,Jan,2025,FY2025,7,Q3,Thursday,0
2025-01-31,20250131,202501,2025-01,2025,1,Jan,2025,FY2025,7,Q3,Friday,1
2025-02-01,20250201,202502,2025-02,2025,2,Feb,2025,FY2025,8,Q3,Saturday,1
2025-02-02,20250202,202502,2025-02,2025,2,Feb,2025,FY2025,8,Q3,Sunday,0
2025-02-03,20250203,202502,2025-02,2025,2,Feb,2025,FY2025,8,Q3,Monday,0
2025-02-04,20250204,202502,2025-02,2025,2,Feb,2025,FY2025,8,Q3,Tuesday,0
2025-02-05,20250205,202502,2025-02,2025,2,Feb,2025,FY2025,8,Q3,Wednesday,0
2025-02-06,20250206,202502,2025-02,2025,2,Feb,2025,FY2025,8,Q3,Thursday,0
2025-02-07,20250207,202502,2025-02,2025,2,Feb,2025,FY2025,8,Q3,Friday,1
2025-02-08,20250208,202502,2025-02,2025,2,Feb,2025,FY2025,8,Q3,Saturday,1
2025-02-09,20250209,202502,2025-02,2025,2,Feb,2025,FY2025,8,Q3,Sunday,0
2025-02-10,20250210,202502,2025-02,2025,2,Feb,2025,FY2025,8,Q3,Monday,0
2025-02-11,20250211,202502,2025-02,2025,2,Feb,2025,FY2025,8,Q3,Tuesday,0
2025-02-12,20250212,202502,2025-02,2025,2,Feb,2025,FY2025,8,Q3,Wednesday,0
2025-02-13,20250213,202502,2025-02,2025,2,Feb,2025,FY2025,8,Q3,Thursday,0
2025-02-14,20250214,202502,2025-02,2025,2,Feb,2025,FY2025,8,Q3,Friday,1
2025-02-15,20250215,202502,2025-02,2025,2,Feb,2025,FY2025,8,Q3,Saturday,1
2025-02-16,20250216,202502,2025-02,2025,2,Feb,2025,FY2025,8,Q3,Sunday,0
2025-02-17,20250217,202502,2025-02,2025,2,Feb,2025,FY2025,8,Q3,Monday,0
2025-02-18,20250218,202502,2025-02,2025,2,Feb,2025,FY2025,8,Q3,Tuesday,0
2025-02-19,20250219,202502,2025-02,2025,2,Feb,2025,FY2025,8,Q3,Wednesday,0
2025-02-20,20250220,202502,2025-02,2025,2,Feb,2025,FY2025,8,Q3,Thursday,0
2025-02-21,20250221,202502,2025-02,2025,2,Feb,2025,FY2025,8,Q3,Friday,1
2025-02-22,20250222,202502,2025-02,2025,2,Feb,2025,FY2025,8,Q3,Saturday,1
2025-02-23,20250223,202502,2025-02,2025,2,Feb,2025,FY2025,8,Q3,Sunday,0
2025-02-24,20250224,202502,2025-02,2025,2,Feb,2025,FY2025,8,Q3,Monday,0
2025-02-25,20250225,202502,2025-02,2025,2,Feb,2025,FY2025,8,Q3,Tuesday,0
2025-02-26,20250226,202502,2025-02,2025,2,Feb,2025,FY2025,8,Q3,Wednesday,0
2025-02-27,20250227,202502,2025-02,2025,2,Feb,2025,FY2025,8,Q3,Thursday,0
2025-02-28,20250228,202502,2025-02,2025,2,Feb,2025,FY2025,8,Q3,Friday,1
2025-03-01,20250301,202503,2025-03,2025,3,Mar,2025,FY2025,9,Q3,Saturday,1
2025-03-02,20250302,202503,2025-03,2025,3,Mar,2025,FY2025,9,Q3,Sunday,0
2025-03-03,20250303,202503,2025-03,2025,3,Mar,2025,FY2025,9,Q3,Monday,0
2025-03-04,20250304,202503,2025-03,2025,3,Mar,2025,FY2025,9,Q3,Tuesday,0
2025-03-05,20250305,202503,2025-03,2025,3,Mar,2025,FY2025,9,Q3,Wednesday,0
2025-03-06,20250306,202503,2025-03,2025,3,Mar,2025,FY2025,9,Q3,Thursday,0
2025-03-07,20250307,202503,2025-03,2025,3,Mar,2025,FY2025,9,Q3,Friday,1
2025-03-08,20250308,202503,2025-03,2025,3,Mar,2025,FY2025,9,Q3,Saturday,1
2025-03-09,20250309,202503,2025-03,2025,3,Mar,2025,FY2025,9,Q3,Sunday,0
2025-03-10,20250310,202503,2025-03,2025,3,Mar,2025,FY2025,9,Q3,Monday,0
2025-03-11,20250311,202503,2025-03,2025,3,Mar,2025,FY2025,9,Q3,Tuesday,0
2025-03-12,20250312,202503,2025-03,2025,3,Mar,2025,FY2025,9,Q3,Wednesday,0
2025-03-13,20250313,202503,2025-03,2025,3,Mar,2025,FY2025,9,Q3,Thursday,0
2025-03-14,20250314,202503,2025-03,2025,3,Mar,2025,FY2025,9,Q3,Friday,1
2025-03-15,20250315,202503,2025-03,2025,3,Mar,2025,FY2025,9,Q3,Saturday,1
2025-03-16,20250316,202503,2025-03,2025,3,Mar,2025,FY2025,9,Q3,Sunday,0
2025-03-17,20250317,202503,2025-03,2025,3,Mar,2025,FY2025,9,Q3,Monday,0
2025-03-18,20250318,202503,2025-03,2025,3,Mar,2025,FY2025,9,Q3,Tuesday,0
2025-03-19,20250319,202503,2025-03,2025,3,Mar,2025,FY2025,9,Q3,Wednesday,0
2025-03-20,20250320,202503,2025-03,2025,3,Mar,2025,FY2025,9,Q3,Thursday,0
2025-03-21,20250321,202503,2025-03,2025,3,Mar,2025,FY2025,9,Q3,Friday,1
2025-03-22,20250322,202503,2025-03,2025,3,Mar,2025,FY2025,9,Q3,Saturday,1
2025-03-23,20250323,202503,2025-03,2025,3,Mar,2025,FY2025,9,Q3,Sunday,0
2025-03-24,20250324,202503,2025-03,2025,3,Mar,2025,FY2025,9,Q3,Monday,0
2025-03-25,20250325,202503,2025-03,2025,3,Mar,2025,FY2025,9,Q3,Tuesday,0
2025-03-26,20250326,202503,2025-03,2025,3,Mar,2025,FY2025,9,Q3,Wednesday,0
2025-03-27,20250327,202503,2025-03,2025,3,Mar,2025,FY2025,9,Q3,Thursday,0
2025-03-28,20250328,202503,2025-03,2025,3,Mar,2025,FY2025,9,Q3,Friday,1
2025-03-29,20250329,202503,2025-03,2025,3,Mar,2025,FY2025,9,Q3,Saturday,1
2025-03-30,20250330,202503,2025-03,2025,3,Mar,2025,FY2025,9,Q3,Sunday,0
2025-03-31,20250331,202503,2025-03,2025,3,Mar,2025,FY2025,9,Q3,Monday,0
2025-04-01,20250401,202504,2025-04,2025,4,Apr,2025,FY2025,10,Q4,Tuesday,0
2025-04-02,20250402,202504,2025-04,2025,4,Apr,2025,FY2025,10,Q4,Wednesday,0
2025-04-03,20250403,202504,2025-04,2025,4,Apr,2025,FY2025,10,Q4,Thursday,0
2025-04-04,20250404,202504,2025-04,2025,4,Apr,2025,FY2025,10,Q4,Friday,1
2025-04-05,20250405,202504,2025-04,2025,4,Apr,2025,FY2025,10,Q4,Saturday,1
2025-04-06,20250406,202504,2025-04,2025,4,Apr,2025,FY2025,10,Q4,Sunday,0
2025-04-07,20250407,202504,2025-04,2025,4,Apr,2025,FY2025,10,Q4,Monday,0
2025-04-08,20250408,202504,2025-04,2025,4,Apr,2025,FY2025,10,Q4,Tuesday,0
